"","mono6_n2_asp_atra","mono6_n2_asp","mono6_n2_asp_vitd","mono6_n2_atra","mono6_n2_can_atra","mono6_n2_can","mono6_n2_can_vitd","mono6_n2_ctr","mono6_n2_eco_atra","mono6_n2_eco","mono6_n2_eco_vitd","mono6_n2_vitd","mono6_n3_asp_atra","mono6_n3_asp","mono6_n3_asp_vitd","mono6_n3_atra","mono6_n3_can_atra","mono6_n3_can","mono6_n3_can_vitd","mono6_n3_ctr","mono6_n3_eco_atra","mono6_n3_eco","mono6_n3_eco_vitd","mono6_n3_vitd","mono6_n5_asp_atra","mono6_n5_asp","mono6_n5_asp_vitd","mono6_n5_atra","mono6_n5_can_atra","mono6_n5_can","mono6_n5_can_vitd","mono6_n5_ctr","mono6_n5_eco_atra","mono6_n5_eco","mono6_n5_eco_vitd","mono6_n5_vitd","mono6_n6_asp_atra","mono6_n6_asp","mono6_n6_asp_vitd","mono6_n6_atra","mono6_n6_can_atra","mono6_n6_can","mono6_n6_can_vitd","mono6_n6_ctr","mono6_n6_eco_atra","mono6_n6_eco","mono6_n6_eco_vitd","mono6_n6_vitd"
"ENSG00000169245",46.5601307575977,155.282231657146,68.5714220944166,1963.28168139104,86636.7246307956,225846.701466952,206298.277501575,4712.72577155713,2165.51843890897,26744.5972822369,18567.9580459351,772.962656540533,37.5701706015702,24.7917258212847,41.3421141254107,133.041965283756,10991.9975803349,49403.5928454064,33254.8611585336,187.203122238069,287.114410519884,1081.57268054225,821.140242054549,17.0977752891257,4.34465420640371,5.89363861537092,5.45820831425514,102.024843465751,63228.1939364773,95510.5050537234,75731.463321981,150.548357076234,429.117061114743,2320.44183870992,1660.07056672137,14.5506815347012,16.9432010568332,27.7531681639406,9.15778934549505,385.869307799029,53691.1994790647,37240.3319631658,44750.7636000397,548.889435219626,496.758444971671,2174.19109912254,2061.77715445746,75.147082633887
"ENSG00000073756",1016.56285487422,1148.23374968495,1055.36935844165,82.0029238873697,41316.3951677253,42968.7203484143,62508.2046096991,128.528884678831,87540.4113647319,158054.176807196,132984.248895416,161.959239177028,1002.76574391334,1311.39680723623,3282.98788324095,81.9909786051058,20653.3686215622,27129.8650850258,42612.4130551876,86.5054138861836,66972.7677500876,108138.512458608,127266.814373536,55.8965730606033,127.443190054509,65.6719731427046,180.900618415313,26.914529257836,15026.5888045582,22426.7543747621,43688.500393171,113.133972477407,25454.9017238722,63617.4496479344,90030.8671771782,50.4423626536309,801.074545967075,362.473196322982,722.056467625571,54.9042765086385,11334.5677131524,9362.4745434173,21685.6112731644,100.945183488667,93010.2763264788,115182.62828101,171727.237038975,38.8691806727002
"ENSG00000115008",3389.83618654621,6778.28310297889,3517.63513571703,186.751184327441,74503.226180812,107131.231274421,77542.5553946406,68.0047008882703,30388.8878154751,174408.160630046,39502.7473688206,141.917460415991,5377.00703538187,8377.03866630238,5977.64568085105,380.561900695397,42356.9872937821,81605.1178747736,55070.734386269,142.598768203006,24529.5045747115,51866.7241174253,26398.0462710044,66.4182809308345,1217.95139586184,941.298281712099,344.646867842968,41.9365920994189,59281.4791341439,68640.3687784812,55691.0242683082,50.7766648126943,20904.8506321931,134804.28130229,30087.3652599872,68.8732259309191,1650.94551097783,872.122284424437,739.667600982293,139.056625549916,33393.1180042396,28663.3837452116,24914.6773067003,67.2967889924445,69637.8534305174,202551.983561074,103862.606798171,91.5585144734715
"ENSG00000134321",1240.95681838653,2870.58437421237,2189.55644342861,4581.98819239281,109955.69806346,156016.600909011,171873.469165799,9625.38536372578,8257.87775640657,47222.1504868501,49813.4644668595,2254.97094546478,1584.20886036621,3319.52659876029,4005.94485333146,339.566411392844,62359.7585388306,98094.8910753628,89635.4033231383,440.636951982748,5539.97552450393,35039.2037304455,24211.2332094603,97.3257977996387,513.393305390038,886.571637426512,560.635968278493,400.588342442211,86284.3457413983,100421.319183115,122231.231700015,456.989983314249,1916.92433638816,13595.897443537,17486.6630854867,77.1186121339164,1248.37505386747,2367.42934489372,2307.76291506475,848.707227526057,75951.2118706044,60262.0822931697,88496.5909815945,843.838643225574,3964.15716685622,8426.41839292152,13963.2187544154,186.572067228961
"ENSG00000128383",506.341421988875,950.21328913134,719.605843358647,6635.0540970182,65532.3099791215,140494.847457179,147237.298293749,17145.3451879507,7650.3046562992,27925.5506150847,38406.0044249942,6804.99639391641,201.268771079841,483.866097063695,658.293663381539,990.07974164656,35020.7273529047,92608.9997130236,102829.711882046,3455.48579062545,4579.29312981082,6091.81745618708,12918.694291538,2008.98859647227,125.994971985708,98.5079597140568,466.286938846368,296.685741121262,87304.192536272,118889.888531587,153135.728350869,516.674834936188,1676.17556266416,4960.26688444185,11019.8022706886,298.773994179198,200.607500512905,212.774289256878,356.449339140038,884.625913092456,46319.236310967,75209.2881681481,109199.382926915,3527.8238604633,1681.05039856997,3314.59431135932,10913.2801303008,1643.73446266997
"ENSG00000135047",63859.8060079762,30558.5459647853,24275.8597759544,3322.61482115905,101554.196907899,20720.8737341218,23648.7075956427,625.643248172087,84259.5166241521,24309.8799599297,43253.0081949744,538.419678066776,125621.232573579,55972.8778076826,21361.1523523372,4687.40877685793,157728.039687492,37610.9899308211,41315.0796366456,578.504955363853,172428.558135511,107464.561389461,115778.293343462,612.889483440968,48299.52081259,14525.2933417684,10790.8778372824,1126.65471311872,71660.3887597031,10569.9639411721,14638.7312162541,266.354785596414,89594.807238943,21463.7799088292,40732.677728342,446.705923115327,54168.0915067381,23050.2676677965,18681.1858194756,1513.20291050444,73860.6551512931,14611.3447958935,21836.2825906538,416.398881890751,67019.0321021631,12140.8201743472,31032.3098010391,572.672595244449
"ENSG00000118503",9369.57964648379,11166.7869068306,9196.45233330635,3515.35162036878,44017.7362045097,37219.5933296747,39218.3049913696,3319.30945035647,120629.48194721,161488.708755658,148258.644544693,3074.51719588231,7993.5010594198,9221.66711842063,9448.26315896886,2755.20628105082,28499.2631740419,23600.4911213476,28131.4633861322,2539.74488581467,98544.4498283944,84598.989587061,85677.6736245224,1283.64836016821,9330.86901728636,10319.7612155145,7895.68819859251,1866.49130806668,42440.1629445899,31515.5910157741,38768.4953728573,1268.52580163643,85631.0146673784,91053.6955280752,100036.530956312,1270.27449797942,10388.2154319656,13041.4660217645,10273.6307549769,3463.58753675991,23916.6507406455,18994.193092382,21400.8563061659,3197.64898946912,74422.095611267,79346.5520473995,91975.1486152362,2561.04712654569
"ENSG00000103569",26644.681494518,14393.5231885135,22772.8057307354,14439.6973420358,119437.43515086,85531.2362607445,109813.033188945,4090.48275842946,101691.108641548,93279.3304679134,119975.010785135,11470.3974876681,24360.6775236324,17477.3118169084,23355.114318232,11326.357544477,78214.1969879185,57601.0950399522,81450.4412470896,2912.12365965285,88582.6700912425,78597.1989898324,102349.797481705,7271.81535181355,21478.5221783911,9757.33970193337,13073.188656686,4091.63436647614,87789.8888039664,83059.7092936074,98325.7282373608,691.275296397383,78567.707548748,78613.7196145679,113846.156586669,4054.30489828558,22952.6156076708,9470.55838467077,14320.6692003515,8990.96012134919,66037.7268198748,47035.8174845769,63756.0841886894,1784.41642062779,79319.0685114491,70499.3838883606,86603.9627652291,7047.41433574579
"ENSG00000187608",305.227523855363,719.426853090445,273.497511112213,3077.8031724734,66720.7197455823,103558.41123441,103909.011016792,6239.4313064988,28667.2175149603,94641.4225074537,111119.394887644,1646.67587658249,500.04108014947,881.388597301536,1294.32618838786,733.277808656983,68661.2588427768,79096.8014285215,102170.352864381,1325.28997367817,31043.4884792069,55336.5093064481,64445.8646770183,464.270359773952,106.444028056891,78.3011987470708,62.3795235914873,427.502871700047,93430.1953425832,70173.6797241491,88592.127607638,754.523422743019,12233.8655099497,29956.9164217146,32887.2420371675,186.248723644176,184.342027498345,236.322431941434,153.569082870609,723.50495212318,39697.3320399388,31588.9835580672,54283.1434661629,1186.63166215584,14387.4129174588,18191.2398880174,28377.0142795864,363.642779182373
"ENSG00000170525",2566.62720801257,2867.73515895261,2098.91605790151,7933.93252647508,62102.2979730154,30846.3346773895,37096.5933569266,2248.23541136622,88385.8972998286,86662.440064619,120405.040693201,3010.60017172549,5453.04190445648,6992.12156869957,3948.70192608089,4740.00676313291,56969.0945620035,26594.8798588294,28751.6172730176,2101.13540446988,122806.223243929,102314.274833214,111926.87272174,2102.36875382057,1514.11199093169,1892.69994390769,1546.23244102399,3517.66638207066,58855.7738543832,21948.2192425515,28517.7221223946,1316.63001040635,82308.8830533962,53819.7555740591,81472.8955198182,1546.73744713874,1481.5135004095,2588.61368510937,1680.80656756548,3227.03733610119,22720.2758056505,10390.8756161526,13209.3129351325,1895.35097123252,56495.4336232744,22440.6221412937,52621.1519722422,2421.98183569447
"ENSG00000115009",6985.95961908789,840.518501630421,2120.9850213342,181.962692421609,64937.3538887063,14353.5450736043,21443.9660160364,9.52065812435785,116998.113460463,99471.7880192521,50775.1980209443,42.2502363070508,15909.1781940221,2838.22516298846,4214.7755323752,167.075956402857,72464.1554126362,12676.0928024181,22633.8348199205,8.78570609781553,123518.557730789,60480.5439974895,61542.1043950701,29.5923033850253,2223.7388446443,30.310141450479,33.5289939304244,9.38878927598931,56861.0735055862,9156.56435113931,13746.2651893135,8.90818680924462,67721.9249266296,42877.195542705,23432.0028668332,4.85022717823374,4824.74593294383,247.255498187835,397.307168527632,92.3623343135975,47139.0320889623,6094.0743729833,9730.04957622412,11.5666356080764,125448.231143395,81202.8010155646,48172.8716457827,14.6839126985756
"ENSG00000204592",34823.0977957866,41395.5362052982,36666.0063888765,45649.2918997829,106600.80677584,157884.548315822,146633.848513722,40721.8949389052,82892.1573735947,130556.610783414,141328.16253796,36112.5769789073,32746.8763186258,45055.1146882472,44521.2166962339,31477.5742861772,76779.7846768433,96346.2536503096,104413.955575843,33359.3260534056,71808.8889601947,95268.4227466761,97806.237501878,35227.9931630179,33807.9267071304,33400.0919816806,35488.490715242,33328.3241719069,82849.8616821914,114667.454406768,97944.71389509,32065.018419876,52708.8716898828,65136.9766751891,68951.3640082272,34103.8873810327,25251.469127062,32085.185412803,30668.0276273944,27543.9874645533,58933.8632162256,68385.2016976496,75981.1954903127,26480.2349561989,34242.8851269499,58004.4485262404,59918.9419454801,27854.5186296275
"ENSG00000234745",95414.6412919726,90279.5224170716,96759.79381608,87287.6232669434,157140.523759372,192431.197856227,172091.422771853,88712.1323087487,141668.139527349,173488.260139196,183884.455610565,73920.5801070592,79130.8300377501,82669.2920817198,106096.585496304,77543.3547656778,123887.681860547,134262.949424671,133366.944656958,74343.969176169,117400.719025618,108209.78372195,123647.347264299,67952.4774596626,86143.6312774695,103974.730504,82008.8001776386,54232.1505352546,108139.5241148,145394.739288274,110448.391769971,52673.2177843825,78232.2709728062,98761.8863898564,109034.339629836,51170.8667758016,60132.0982787434,72418.9488059675,68530.5554536766,64137.4311955211,91545.9281540954,90943.4082242883,96775.2196095255,55525.1084804068,72983.849839167,97339.7920454793,79473.9737962726,54295.0628423391
"ENSG00000170458",7334.51393128713,6194.19397472724,38548.1736987785,20270.8833603625,7378.35696977087,4515.68873106783,79449.278778214,20858.4018564503,21868.7943000748,2091.97447533035,34469.0639488274,92489.0172943118,10703.0259820902,6236.40137469903,44674.9245564438,21576.0033699134,9686.1557031897,3897.74950514484,110496.097000958,19419.7895939022,24189.086222998,1878.06030771613,57853.1752713991,122606.831384837,6322.1959793518,1938.16515608341,36483.4441165263,8292.17868855376,14147.4900967599,5024.06374304661,109714.96776578,12526.6922911598,21139.5555036479,1921.21282993241,41452.7537576617,75013.613538563,3944.37720603077,1500.35309104455,20773.3884622541,15875.0327721893,13285.6506706119,3817.99102711844,81963.8144086104,12822.1413277167,8921.83122365579,986.191759496915,24096.5349574083,104807.722525439
"ENSG00000100906",14185.3198374814,12058.5912831368,16604.5304512997,5592.95854601155,59958.3526674029,58521.6062570265,73018.9060608283,7393.47108057275,66607.9191894541,119965.324050926,115106.338841493,14563.8731229189,21172.5801897278,17377.290026526,22516.611439432,7454.21755488117,53294.7684260742,47329.3786969823,61767.6835440724,8898.56862999516,77440.9349285784,105806.566736977,107099.262718604,13019.2982759273,13366.328666001,12390.1122662569,15840.5002720133,2265.82781193875,49508.7164651678,50895.7087251395,66193.5187058567,3830.52032797519,51808.3302517687,77633.4588484003,82179.1481000585,6355.73769435749,10153.721529339,9289.74228905722,12694.8093688589,4446.7332731202,26888.9915765529,22259.8175514186,33556.8523245371,6851.65432929326,45743.8961072915,70128.1340947276,64508.6101551767,13222.4315052821
"ENSG00000198886",57281.2475330173,53231.1763943585,73234.2787968369,59951.9186610143,107416.617778607,142829.781715693,126330.06156609,73497.4405790159,102273.099716388,184099.081438091,141464.838710291,73258.6597382487,76306.8055475321,60392.6441006496,55257.4457183406,76640.6805012235,121691.141194128,126511.777761695,141940.39393801,76912.0986509151,95931.3452567008,130247.608571149,114707.834085315,72466.2901359918,91218.9114995834,65783.9522763966,80425.1400224597,44320.0927369501,100328.005282119,104413.923209633,113038.831622527,140247.820668705,86859.9414621202,101304.668076532,84169.7247674973,48426.1232156391,46844.5622819325,43779.3612709725,46844.20583821,42835.5981583284,62574.1284005563,62002.4533393371,74471.7177040878,51604.0190092689,55557.66269349,77534.0915164322,57179.7459218866,59517.353205609
"ENSG00000090382",5719.13606139158,6962.76979104861,7378.12738190613,52353.1805679474,6352.20795524155,17229.5910809161,16204.1834051899,140453.508979589,5573.04420456372,3281.80715654541,4571.98464272889,103413.953397862,3996.7505297099,6012.42095521019,13118.1708282553,67904.0002809908,6468.79677219258,17472.6174875728,17186.1036928835,90494.8002781379,4048.67662429305,3254.72102595545,4366.18376439881,108155.923231816,2421.42061103567,4645.02917728591,7631.35496737358,24154.2252106952,3759.81980146297,7874.17902004122,7899.46852563843,72718.4197425448,1794.03165691399,1232.08214093491,2089.85416537293,52371.2980024144,2398.47954160531,2856.89431069413,3048.13496138131,23996.2475787521,3728.59856683685,6059.37798051585,5859.59371410911,45919.5433640633,2305.40515234982,2303.65256562021,2327.462077903,43418.6023305471
"ENSG00000204525",48932.1107523042,53971.9723618971,48658.9116600104,60055.4697984779,107135.666291466,130954.973200967,117487.37240619,57037.582776019,97956.1329524671,123453.132089593,126943.828791424,52616.1692840769,48514.7191089562,51828.3851600416,40734.7030640297,48131.0249405916,99713.3421989484,107073.471700155,108619.59687771,50112.9917583938,93571.4344056766,85435.4891515498,95167.9213465154,49840.6725745434,62800.5283354968,52342.2464914828,60033.2737604025,46198.476511433,103357.550172773,109808.823922885,103792.654745979,42416.3314922183,65339.6201155113,65111.1803392373,65805.901004061,42497.2055129662,20079.0487084319,22317.7522292876,21447.5426471494,26408.9570006551,37665.6642422983,34261.9936337597,39374.976868695,21861.4670554284,26572.2410090831,30514.8291915378,30403.0560349839,26439.6804531412
"ENSG00000157601",868.475772325746,2067.10567095888,692.01963906779,10726.8204305515,72572.6237157019,78556.0834440425,89790.9549838321,23233.1260114687,42265.3430459948,64204.7921741032,79615.5371653621,6952.87222099108,1297.9599414971,1783.29448493793,1205.28163488697,1491.30761085513,58480.9589417113,60165.9670672593,72942.9278678045,2497.84382596355,34221.1302462688,41043.4950737563,53483.2703276556,546.471202510133,326.573174514679,201.225661296236,78.7541485342528,2111.22574852746,76405.4451706934,90680.7421184189,96791.3731833513,2514.78113624976,15881.360529425,32389.1423828822,49219.0187859267,450.586104857914,428.324122716744,580.293516155122,323.340408429402,3197.78926356855,66211.294167957,50140.4506825645,65425.909432059,3442.65136189474,20889.8694702177,20291.1810284134,33353.5570269317,1264.54401121851
"ENSG00000011422",15410.7566122821,19409.5666533283,31564.9231268643,3122.69528409057,74471.6754790475,47143.4345528421,75859.7163274898,3685.85478814425,97361.3508649936,104886.414653617,88592.8281918797,5091.15347499963,25754.3519473764,28632.7335493893,42992.6185278021,3500.86008647838,61650.2975901562,39816.6575919678,90266.2495184183,4725.35823353278,94872.5351520832,62283.5819227403,91207.3461306843,5262.16914859938,15141.8440183513,11311.576399644,26625.9199009815,1273.11982582415,63656.2065619277,61119.2620833657,91920.5682132409,2031.06659250777,50536.0888240976,56011.2157330101,54990.9371151858,2192.78770727947,13990.3399766483,14627.6016325885,26593.5158139834,2440.93124627657,33845.6328760253,27164.4995906177,45408.7410965993,3530.45264128332,55998.6751783027,57063.9490490368,66568.8335966315,5057.31228530355
"ENSG00000184557",2232.29960243371,1812.81320902493,1798.62051976389,631.48237008157,51232.3300079794,37278.8932473512,34137.1688828889,726.97025249561,64511.4722187678,86449.3357038043,112721.172956059,427.919060032951,6040.74671600961,4701.87903507124,3359.3117862417,764.9913003816,52063.2805348162,30241.9505722708,29108.0275528369,746.109194768334,88463.9476767659,97136.4800700635,102917.897528323,208.461337178956,1080.37067932572,668.507008657787,370.378421324456,387.444037455826,50129.3924557131,35199.534330565,34782.1471191893,254.774142744396,54015.3618970795,47128.677386948,58781.0755173294,118.830565866727,1380.53202211077,1531.470279592,1272.93271902381,495.677860816306,19814.572433739,15653.6244256157,17835.889996025,588.321147519886,27759.0105609107,25661.9280429709,36798.138753708,315.272243234124
"ENSG00000145901",22114.1221044107,19303.433384902,20178.9143501293,7926.74978861633,34405.2890669421,29350.494253999,33087.4331476089,7200.33773005006,79942.5498602314,92346.9988893494,95458.3056776254,7530.29211718745,34236.2652246166,29279.0281949372,22868.5494366022,6904.25919838843,43337.5304826705,41449.1267964755,50300.1827908885,13403.6083875366,103001.386184102,86034.4178382316,103234.197772619,8475.89329621313,32921.6172490241,18834.3851179782,23010.2467648099,5994.42899307664,53098.9463584335,38307.2369641092,51337.3919189376,6551.08057951849,85818.3756377243,66059.5027847027,81112.2291665639,5403.63809927021,25362.6165259948,18677.882174332,19275.7376815985,11012.6689946579,40447.3909370083,32563.2582585532,36813.5644713739,11521.4205779721,77074.3645157168,67822.5776840118,83496.5367600181,14992.2748652457
"ENSG00000123689",5152.00780202474,1785.74566405717,20229.3576951183,1180.36325478754,39091.3194861471,19571.937829139,68886.6836113577,46.2431966040238,33314.1924048341,36479.9148321189,60472.5391260835,5001.23630542308,12873.1505982666,5295.1706805875,35342.2073061844,2248.56391325512,43164.0378489335,30839.605496393,103911.417081298,101.373531897871,46325.9707100438,50137.4582015988,117868.355742045,5113.55002493237,5981.1406241491,1636.74763832587,22750.5919978603,45.6921078098147,50307.0580738246,28921.9528049991,103100.421481493,17.8163736184892,32318.7600676184,28099.5802331866,46816.2520004829,988.476298924036,5908.43307253888,3310.19605737183,23734.8766475204,531.083422303185,24973.5519137888,17771.492221829,77102.245384661,36.2771753162396,29660.5672018871,31657.1362488701,49656.6675632709,4221.19302105524
"ENSG00000198712",52331.0002976088,49599.1392419741,62266.7921480575,51774.37160883,95499.4669978651,113179.822877427,108877.463628265,59963.8250552413,91303.5272816074,169663.036862573,132214.195339112,61125.8002120739,75335.34827912,58373.4007768608,53198.8204457368,59484.4549780042,116570.010416142,109989.905447534,128412.841767471,75463.1329683215,98429.3617735447,124444.627287454,109069.006985043,82356.6955340091,73617.2690913732,61604.520549725,68330.5301421152,39341.5307435355,82905.2379787457,96233.3040585241,89169.9421507213,111461.905813311,68768.5273362498,85990.2432998262,72360.7292220918,46543.2650250488,48899.4337061052,42141.9243493,46739.2434834039,42296.3047507529,56612.3999356264,54606.5703209749,65094.1560724492,51568.2675901166,52015.9360247269,67881.596881974,51441.8838032646,49971.9461919644
"ENSG00000166710",60279.8492875032,65000.5723286292,56761.3739488679,60820.4313804345,111543.75005227,127306.545765919,127210.772055859,58302.4702125408,92143.8968116506,136409.877227122,116614.777084901,46911.8457129288,51577.5825408557,58762.3744061258,56211.4945058501,63307.8644803159,111201.033018532,129396.112395502,122229.123412607,50241.3982321311,83488.5093476302,98155.5340985513,104664.371034083,51070.3971818766,64307.3992360845,63588.9928663578,66645.5032611002,41097.2343381455,111847.428638243,108429.84333308,112142.933033944,37417.0570548702,76677.9807725713,92068.3514088451,88407.240248939,38002.0149641792,65192.6935703983,56893.1537309824,56675.4449232661,58514.1044080616,87922.7097628798,93295.8236335815,88449.5925889832,47862.2123900562,99126.2275554692,117111.223362806,106984.016220405,32014.3847211769
"ENSG00000119922",234.093990753477,453.025226302498,234.08864783956,12709.8546410541,53455.9032751878,91895.5999253781,107055.252867447,16979.4137177833,7751.35365610653,36337.8452582425,35554.1394145279,7441.99995669963,276.409112282981,254.756354991133,371.018972920352,1335.83415142469,28544.1853738488,50988.6776441653,56024.1318847854,1168.49891100947,5283.14744420766,12826.3266554941,13118.3975830346,456.379078871279,78.9278847496674,51.3588507910895,32.7492498855309,1761.3368681756,48155.4582181239,55470.1048845544,100348.651231759,1021.76902702036,2306.75603275296,10967.1279703558,11351.5650485951,439.9156050658,191.119307921079,180.816095613553,154.273528204878,3682.69151871494,47520.2603713571,32996.269236547,64866.0756377174,2493.66148586847,6978.1554127816,14876.6455766581,19048.5214119431,1092.65585668813
"ENSG00000173821",2659.10080104502,4870.7334865668,2433.10321845361,11998.7635930381,57545.4751896078,79774.6967522952,73825.4826709869,17304.4761880293,28448.4911989217,53418.1597775356,65804.5766295795,6386.82738841585,3295.44067848059,4580.48506725667,3385.8131414503,3785.50801220177,39410.7106029989,50047.1036460597,53229.8752910026,4755.09446955616,25524.107659255,40180.7376754047,41389.4374575169,2035.95047288974,2081.08936486738,2876.09564430101,1987.56757043377,10197.4769922945,74957.5857503694,85089.3200167653,95113.9947275886,6602.74806301211,20666.1164925589,47826.4068545961,64539.170397509,4878.35849586749,2395.09090139394,4186.52336727565,2907.24589452754,6802.48592219645,54467.6034200394,60366.171470572,63432.6246630698,7413.16191244897,21785.5212301042,26670.9659436145,45498.9315682987,3586.32973673447
"ENSG00000110047",6052.17033000496,5742.59335605462,7605.12243435662,2502.58558228535,23218.3116698919,15901.2729249618,16823.9426387309,2191.11146262007,71972.4698880862,79516.3404986348,92661.4444926093,3808.47963429326,7862.89999018577,10281.7271190549,11008.662953651,2599.73282162038,19174.03411068,15560.4274362253,19777.2064271693,3120.27731181648,81418.1358135438,73289.3654304083,87239.3285561639,2961.2031587282,4523.50913790066,2296.83516324741,5014.53395271069,431.258387410443,21085.6785858664,15343.1020696489,19216.6242595738,521.12892834081,63774.2494277829,48199.8395274218,66455.6031107945,761.000644264874,4108.38739226092,3147.88207386757,5001.56187330884,1560.9234498998,9890.23942375428,11616.352198103,13474.7156228204,2096.71558204585,41673.2022165761,38602.3631574507,51126.4800637357,4541.64782171239
"ENSG00000163739",2054.465769679,7239.85597506068,2765.7140244748,41.8993041760283,7735.93158976791,4953.02562393225,3595.49316109301,67.3246538793876,19227.450191187,50761.4587460465,10027.3640578407,729.087411144749,6122.14875231302,19758.1505924666,9506.56614042777,133.041965283756,44119.7963758594,35561.2322498803,26775.32227142,333.85683171699,34356.8130056706,38610.2691357965,24857.4780223159,812.801932975361,876.896040659148,1251.97723157951,1209.38301362996,32.5478028234296,4613.53770667396,4960.77719423917,4447.45570092071,51.6674834936188,26546.8334005116,110968.466882848,23380.4791020826,337.090788887245,1053.18937769275,1650.05199811065,1634.31317550373,143.674742265596,5375.93866515255,7061.40979497587,6943.32135550131,207.673684781372,43506.6249062471,122006.009103476,86109.8820304005,1708.5164304578
"ENSG00000229644",5700.382675392,12527.287193368,6899.70378177612,3467.46670131046,40680.8738893272,22781.5458733813,20911.6847604354,6025.89654570963,77699.006244256,81714.8671543725,89814.5798299112,3594.52010427679,2816.8682672463,6591.17952007259,5438.07808880402,1963.14248773357,21238.9062604244,13059.7536360618,11816.7828274067,2363.35494031238,53032.5756747614,57379.618855588,54558.6911582618,987.725326317955,2899.33257374007,8492.7332447495,4237.12913995178,548.931213002842,19518.9908625198,21033.3400106685,13192.4785777247,1114.4141698365,57069.5471771263,71785.0609690472,84950.1213018909,536.435125912652,3040.96572568043,6564.0447733199,4831.79054775004,1578.36966860348,11514.3338950947,14615.5083629896,10415.6731860845,3147.70215388879,51752.071813308,51120.1446607175,53589.1151728654,1192.85196686664
"ENSG00000109320",7350.03397487299,10993.6970797999,7909.3588588215,4240.20958261407,48189.940909265,64927.4798640338,55068.1284520229,7405.03187972376,43613.5157776014,109478.813629173,79732.2119466202,5341.94654436071,6614.13908161929,9811.53921554775,8795.26976662904,3475.33459313906,26820.1023260877,44863.8610688259,36640.7588168164,6764.99369531796,30228.1804695872,54777.5925570812,39817.8593809563,2975.01290030787,7370.70586116389,11664.3527681927,10327.7098746156,3166.52566314866,43055.0705709107,65407.2033376521,53916.3898993532,3854.57243236015,29906.235745154,79784.3819079985,55702.2164041822,3177.38382446092,6798.28999204376,9582.41206242241,8763.2999583045,4682.77034969939,25519.0492934757,34182.8858589339,28855.6307577324,8024.61633118501,41564.1878944875,66693.5975423483,59476.1337397375,4989.07527923369
"ENSG00000164111",35501.4530341855,54015.4228946085,41131.8187749336,9023.91299654005,47994.6270411994,67465.5163405893,61320.5798583442,17516.6508548007,54695.6491235597,104651.999856721,83544.143728582,12787.1965192378,46133.4859151138,60465.3095039188,50198.8670361237,11252.1015638535,51184.9740765228,69262.2444418149,66424.1838499107,20487.5907965598,67150.8513718025,103039.491197046,94933.4870478019,14290.4521079997,35717.4022308449,56746.4784339121,48174.9263256608,7653.74101778649,43334.2593993716,72022.3131235243,61855.9049774825,15803.1233996,48409.6425423764,83779.1287896739,75824.131555085,10624.422633921,33238.4941052531,44715.3999426836,43231.1057187451,10532.3848562272,35231.0722437527,47281.4679432464,46826.9867089314,19724.7940049183,57588.0544423892,86187.0674757246,74450.8196588491,13465.1479445938
"ENSG00000198888",49188.191471471,47728.629423939,60550.9302411662,49982.8770745607,84922.4698349274,112557.173741823,99628.520808101,58745.1808153234,84636.8514968504,153122.58672401,114719.645280752,59901.0850288657,64986.5553341304,51059.8416595818,47849.7869104337,50760.1507545421,98836.5847820277,103455.44304185,113014.135627881,60052.3286492071,79771.770902588,102729.398682856,87354.6851158483,63289.3880529245,56663.7042689516,41520.6840452881,47229.8765432498,26720.4942794656,56561.1185659175,61754.3481520999,61781.5328085708,77765.7983886628,50803.0278409882,58141.2560444569,44661.0506212799,27413.9690340949,39639.6354645247,38494.4852484815,41600.3147699127,36279.9249183811,56119.5926437502,56047.1645362236,70425.7090225126,45003.6761263693,48407.3142037731,65423.7328636139,46813.3727685029,54226.8258362693
"ENSG00000102794",30.3934186889874,45.5874441562262,85.911321934384,30.5266358996778,20311.1398644538,43122.9001343733,83446.5775667941,144.850012892016,27723.240782583,91368.4946992755,107229.12432398,141.917460415991,70.6677018458107,230.819516267134,220.491275335524,24.751993541164,5382.91876996389,10902.9989098816,14017.6163052905,70.2856487825242,29901.0881031721,43976.8702281518,58903.7882397076,26.9618764174675,29.6884704104253,22.7326060878593,41.3264343793604,1.25183857013191,10838.7563776449,10880.8452335595,20436.327829726,16.0347362566403,15228.619084349,24578.9945742439,47597.9052120656,10.6704997921142,23.0427534372932,27.7531681639406,53.5378454044326,16.9330946241595,7286.72920252156,4861.6585125394,15379.532829247,74.1316191244897,13764.2969627936,29604.791235863,42756.6281187,60.4631699353114
"ENSG00000151726",34372.3698633138,33030.2402026307,59289.0584391758,19346.704422537,52072.1796406615,69394.2461630185,89599.6895744378,16781.5200381985,23514.9976260499,19255.7548692759,20228.0735049792,40353.8507004998,24758.7424264348,30204.0160342004,69291.503382605,11945.9308828043,34292.6779077585,42088.0520094757,65957.2863833475,10341.4519006749,20028.9559034821,15907.2458287381,20999.8554350204,19284.3177059081,24005.6627084493,21697.0095883012,44685.571724762,3538.94763776291,64707.2025236131,74262.8790093736,111165.797153165,2599.40891093758,35858.4721632926,33354.6623856487,48428.5688340208,11066.2783298581,26571.6833534104,19819.1260894371,44737.9142887461,16511.3066307941,65636.3523274348,59494.5980917896,109171.736813614,12279.0352103011,32940.9072574606,39548.574169941,43954.5408437088,32207.8668649699
