"","mono6_n2_asp_atra","mono6_n2_asp","mono6_n2_asp_vitd","mono6_n2_atra","mono6_n2_can_atra","mono6_n2_can","mono6_n2_can_vitd","mono6_n2_ctr","mono6_n2_eco_atra","mono6_n2_eco","mono6_n2_eco_vitd","mono6_n2_vitd","mono6_n3_asp_atra","mono6_n3_asp","mono6_n3_asp_vitd","mono6_n3_atra","mono6_n3_can_atra","mono6_n3_can","mono6_n3_can_vitd","mono6_n3_ctr","mono6_n3_eco_atra","mono6_n3_eco","mono6_n3_eco_vitd","mono6_n3_vitd","mono6_n5_asp_atra","mono6_n5_asp","mono6_n5_asp_vitd","mono6_n5_atra","mono6_n5_can_atra","mono6_n5_can","mono6_n5_can_vitd","mono6_n5_ctr","mono6_n5_eco_atra","mono6_n5_eco","mono6_n5_eco_vitd","mono6_n5_vitd","mono6_n6_asp_atra","mono6_n6_asp","mono6_n6_asp_vitd","mono6_n6_atra","mono6_n6_can_atra","mono6_n6_can","mono6_n6_can_vitd","mono6_n6_ctr","mono6_n6_eco_atra","mono6_n6_eco","mono6_n6_eco_vitd","mono6_n6_vitd"
"ENSG00000019186",0,0.712303814941035,11595.6639293455,8.97842232343464,4.50724310920639,0,23138.6665039248,5.44037607106163,0,1.77586967345531,2363.49771177163,55586.1442285841,0.894527871465958,0.85488709728568,24856.1510772469,5.41449858712962,0,4.58558765311157,45732.785055005,0.67582354598581,1.21145320894466,0,6897.82611188119,48038.1724950244,0,0,28641.5582570314,34.4255606786275,1.15367284487971,0,33969.7741972305,7.1265494473957,0,0,5387.37510941296,41377.7730802299,0.677728042273329,0,13130.1565854371,17.4462187036795,7.74854232509737,4.16356709609426,22268.9442638117,0.525756164003473,0,0,2571.39501931206,40251.1959855073
"ENSG00000148344",17435.4756317549,3.56151907470517,2720.78792034398,27427.8830751164,33413.6955829167,14.8249794191327,524.867867639969,10.2007051332406,52152.7958119524,262.828711671385,785.054599608206,153.29252403712,23314.0799140173,5.98420968099976,124.026342376232,29636.6447665531,38070.7898156554,39.7417596603003,1890.75653444104,13.5164709197162,58537.419056206,91.277231999519,1440.09640638268,72.994348349729,16941.9790778713,0,29.6302737059565,13808.40534784,24662.0644049935,14.4337742894157,43.4791141330041,18.7071922994137,37903.3257643793,24.5679390016932,289.035753479118,17.4608178416415,13029.999340747,3.36402038350795,19.7244693595278,18574.578554544,22383.9890687413,15.266412685679,73.2622002471769,7.88634246005209,27620.2650600707,62.8268881532784,379.105972635736,30.2315849676557
"ENSG00000108700",5.1733478619553,12.1091648539976,7.88177265453064,393.254897766437,17926.8082596836,34985.4689312114,56334.3351157645,1179.20151340261,1751.08962957258,5174.88422844876,18127.927442333,375.918769193504,31.3084755013085,41.0345806697126,73.1437403757266,43.315988697037,14248.0825456483,33701.0121919347,48781.8749988586,114.890002817588,1315.6381849139,581.423464106525,6947.44183647663,21.7010224823519,0,0,0,21.2812556922424,34290.6179683596,24408.6226137318,52836.2771693122,59.684851621939,563.090228082492,1197.68702633254,6244.42895233799,10.6704997921142,1.35545608454666,3.36402038350795,9.8622346797639,74.916115609918,14644.744994434,8804.55655254067,30977.4699535704,152.995043725011,691.249905970554,401.711315161871,5827.97747277313,45.7792572367358
"ENSG00000101017",571.654938746061,600.472115995292,465.812763882761,298.08362113803,28001.9990231296,52464.1196663689,33053.3315629882,178.172316327268,1798.41637631779,9971.50821645155,6230.43331918359,43.8752453957836,1279.17485619632,1865.36364627735,846.983312466747,196.468948732989,19533.4117091352,36571.5900627825,21204.6295978453,221.670123083346,3142.50962400245,7049.60320566148,4356.26061947972,38.7987977714776,1213.60674165544,712.288324086257,228.465005153822,329.233543944692,36918.6847089956,62057.4574121777,37032.7633691793,136.295258181443,2861.78772447649,8859.19880401055,4138.23798350755,88.7591573616774,751.600398881122,666.917041030452,374.764917831028,369.44933725439,19230.3323424266,29516.9149999109,20130.5173999932,207.673684781372,1563.36448267892,5100.40101098887,2182.96676866069,92.422274043976
"ENSG00000166825",11117.5245553419,13452.5698489764,8044.92534847943,2986.82182626259,15571.0225279384,18070.1674139809,11536.7143449339,13628.8221050183,25894.125975944,16973.7623388858,30712.1359923159,5071.65336593483,24647.820970373,24515.5972888614,16729.7755160829,4224.85589755743,39853.7364355773,31406.6898361612,26689.7838042634,19903.6792528281,66072.6580158418,50300.0066969404,68265.0350777524,7628.23820591763,14075.2314106792,13931.7197383632,12203.7740466296,11284.072871169,21633.6731871843,24587.3793568546,19213.1916979317,25907.6796973261,45847.0279802264,29465.5576416807,48589.4235142179,15100.2122739951,6924.3474079066,10192.9817620291,7462.8938712442,5470.41581176257,14085.300238562,18529.2614333182,13065.5531459682,21919.3002334688,18098.8550649279,15051.7993254491,19441.6108016023,13916.8941999677
"ENSG00000170542",3120.17542924179,2436.07904709834,3677.635120604,1880.68019601544,26809.0820135596,34576.2994992433,32472.1219468445,2201.31216775331,24939.9164334596,27765.7223444737,29238.7001832848,2296.13784237934,3119.21868780179,3464.00251820157,4958.9335866326,1992.5354800637,23382.7795201741,29242.2924638925,30207.5532660792,1601.02598044038,26966.9484311081,30490.3466069626,33072.6016222061,1488.16405689583,2899.33257374007,1768.9335329849,3341.98297641393,1187.36888377012,31201.0820897717,31413.4443054183,33834.7601059754,1045.82113140532,29640.3040453083,37109.8718620575,37916.4641477042,1378.43456405403,5325.58695618382,3747.51870722786,4853.62835311238,2012.9857639569,23420.7440318393,22304.228933777,24324.4327877278,2273.89540931502,34903.1650550544,40511.9197882912,39425.4674411139,2085.97936276824
"ENSG00000111335",426.154530128568,997.93764473239,281.379283766744,7590.35823223165,36131.5631777682,36737.7814985529,43316.4258562195,11947.0658520513,21921.2374518736,39864.7224297247,44703.1090477539,4017.0224673473,733.512854602085,1080.5772909691,872.424613467,1147.87370047148,25710.9887032693,24601.6777589436,29377.1173141004,1844.99828054126,17549.1111847723,23331.9609467264,27554.0926540782,443.884550775379,129.615517157711,112.821082065672,51.4631069629771,1819.54736168673,35012.8171692543,31748.7519850647,36504.148876299,1794.10882338187,8797.90706989711,17539.0516533087,24412.2110742841,407.419082971634,316.498995741645,391.0673695828,251.48698433398,2703.65077499081,28711.4487314158,21020.4624124812,26852.6698490879,2982.0889622277,13685.0138194565,13785.7423369057,21896.4773457189,929.405297862786
"ENSG00000130589",317.514225027507,1142.53531916542,334.975337817552,2423.57546583912,27174.1687054054,27485.5118430721,28182.7356726004,4782.09056646317,23161.965677356,34510.475364257,44514.7626151515,1443.5497404909,1076.11702937355,2131.2335335332,1474.53540380631,523.659363355251,25709.4396618966,23016.5929601847,26654.1427762814,1264.46585453945,27237.1024967028,27406.9266876364,35023.7399919218,243.314494499097,196.233548322567,426.025877053955,217.548588525312,406.221616007804,34930.9063972678,30842.7550758214,34083.0487314191,644.952724989311,13252.2630423135,23302.690143106,29514.3204617851,167.817860366887,256.181199979318,960.427819491521,415.622747218622,780.461724949899,26259.809939755,18458.4807926846,25535.3325503037,1357.50241545697,12231.9024579807,13648.6654900258,21668.0815343359,518.255742302669
"ENSG00000115415",1544.8910052764,3032.98964401893,1198.81762075411,7080.38384426056,29849.9686979042,45395.5694793264,40818.1141133569,10498.5657231312,15376.0762871381,20193.4140568603,19343.0119500069,3287.93505620255,2179.96442276254,3814.5062280887,2953.311024446,1932.97599560528,18995.8943528251,28050.0396740835,26978.4761309169,2148.44305268889,9948.45375185355,10015.4880591253,11935.0625514333,656.949135147561,1009.40799395446,1402.68599045828,573.891617041684,3227.86575308513,32053.6463221378,45664.0206903913,40238.7759428813,2015.92267493206,6616.05835070806,11397.0669028855,13990.5871455784,850.244824344374,1716.00740303607,2677.76022527233,1620.22426881836,4186.57936480357,33362.1238349392,35974.6075659531,36262.0245110225,3353.27281401415,12195.9772836561,10427.3595883487,15765.5258374377,1211.85467741774
"ENSG00000168685",1888.91863809643,3373.47086756074,711.724070704117,282.521022444077,13128.0967627485,15552.8859086122,7403.00921787109,931.664402169304,34388.6374660766,43608.2557013685,42712.9706360082,314.16842382166,2756.93489985808,3947.86861526527,1047.33355784374,94.3669753756877,16125.5206893019,18726.01144609,7878.44923540417,463.614952546265,29217.8284933273,28447.2370578227,32203.086048671,61.1574269957189,955.823925408816,1432.15418353513,307.219153688075,175.257399818467,10582.6410060816,12619.5598902691,5315.89379636677,646.734362351159,24520.1115062326,32274.9014665243,36085.4854832734,126.105906634077,1263.28507079748,1217.77537882988,729.10092096826,687.073142477261,6425.09129597074,6467.40755593309,3077.01241038143,1494.72477426187,29848.8646673127,22198.8338141584,33230.8136997259,460.383851078871
"ENSG00000108342",2.58667393097765,1.42460762988207,3.15270906181226,0.598561488228976,2487.99819628193,1064.43352229373,1458.95475072805,0.680047008882703,15918.4152228128,62471.5433728108,20654.769847866,0,28.6248918869106,6.83909677828544,20.1410299585334,2.32049939448412,1023.91634732263,709.23755701459,935.57698452549,0,19697.0177242312,44865.8854603663,22628.4915948658,0,2.89643613760247,2.52584512087325,3.11897617957437,1.87775785519786,1182.5146660017,747.22539205975,875.303218730215,2.67245604277339,8539.02658936544,35606.3139951539,10175.315199654,0,9.4881925918266,4.20502547938494,7.0444533426885,1.02624815903997,612.134843682692,294.225408123994,479.660065769252,0,10848.163846925,31900.828421101,17546.0809384236,0
"ENSG00000101336",8594.87080415599,5802.42687650967,7372.61014104796,13807.0178489778,23436.1617535035,12924.4170575999,15499.9115488933,12087.8355828901,47830.7126429782,34135.7668631579,51623.5903589498,8082.79520735657,10630.5692245014,9054.10924735264,9411.16126167682,11183.2600818172,19567.4906193335,13732.3064918515,17781.3088601816,12693.3178407055,48977.8417844237,30761.677556879,45196.2039271021,6958.13693593228,7711.03710733218,6383.65256882033,6849.27169034531,8777.26613447988,24544.3897748158,18675.083349844,21604.5429752469,8045.87432610974,39426.3891362231,31899.0119997984,44843.2688136907,5335.24989605711,5877.25758259431,5021.6414274815,5694.03163689512,11076.2963805184,15726.4415030176,12977.8386385258,15259.2722363884,10682.8394963866,31272.244850037,22166.468447534,29977.33867227,9657.69575781024
"ENSG00000172183",367.307698198826,394.616313477333,198.620670894172,651.234899193126,26612.2657311243,33120.4865202845,33200.1166446164,875.220500432039,13805.3399357026,48316.0862056985,43196.3375869347,288.168278401937,550.134640951564,518.061580955122,324.376587753222,155.473459430436,20579.0146356749,23608.1337674361,23940.078495458,243.296476554892,13734.2450298056,29632.5907007754,24474.1965498162,109.820325895538,228.094345836195,225.642164131344,75.6351723546784,114.54322916707,23281.1180096725,26487.0861114077,22200.6645137547,180.836192227666,4513.78767806377,13239.6623280124,11883.1394995589,79.0587030052099,362.584502616231,391.908374678677,216.969162954806,192.421529819995,12572.784776703,10399.2027503448,13406.9826452334,231.332712161528,7157.78128440477,11552.532039821,11548.7487483665,152.885443979287
"ENSG00000089351",1429.13734686515,974.431618839335,1145.2215667033,1228.84673533409,5921.01503112747,3590.61001531395,3823.82551029232,1194.84259460691,17256.3551443124,40312.2415874355,26825.1989938311,940.880262376248,3393.83874434184,2833.09584040474,2538.82982898355,1421.69262902061,11549.6524744894,9473.82409132851,10961.3981558405,1779.44339658064,32720.1397203863,47407.8938529009,37413.9775243072,1042.30668589478,1929.02646764325,1725.99416593006,1830.83901741015,937.001169743734,12247.390921243,8737.98489674625,9695.84245165992,1017.31493361574,20425.3677188349,34992.1155201116,23971.1173809312,874.495960235543,1190.09044223197,1174.04311384428,1420.86623922027,1260.23273930109,5230.26606944072,4063.641485788,4474.52343773795,1229.21791144012,18373.8684683786,33067.8854646755,23510.785155426,1437.2959253194
"ENSG00000136167",27011.3425242341,39582.7229962733,22941.4756655423,17145.1952688308,17693.9340323746,29655.8888300331,17443.7018722719,41122.4426271371,62961.2014875465,47566.6692035004,36589.2114025464,20605.6569148272,20885.4367429872,32867.8442293425,20778.1225377481,16726.1596354416,14647.7352197924,24832.4856708169,16633.6677591637,38433.409236667,42708.571428135,29378.7649734342,22690.5112506101,12823.9890735862,29212.0066657897,56656.3899579343,30512.943964776,12107.7826503158,19318.2517875107,49325.7581985831,24793.3927407386,27356.1508725093,42457.4061242378,54716.4853476209,43504.9076073635,11990.7316300294,25897.3439513484,37393.6095779785,24208.263912149,17585.2753292294,18170.3317523533,28074.9329289636,16490.90658394,39286.0778428315,30880.78432981,40127.3430789894,31543.4813788963,18266.7873970281
"ENSG00000158517",239.267338615433,616.142799923995,945.812718543677,2068.02994183111,2908.67421980786,18881.0937882075,30623.222989367,3570.92684364308,145.817544025766,2709.9771216928,2083.47823675214,8416.46374024303,483.939578463083,754.865306903255,1078.07512988571,2388.56737672233,2267.79656956177,18317.894144963,25681.1427123749,3774.47450433075,354.955790220785,1131.58760218582,993.554885023706,14019.5181303412,275.885542106635,569.157100570106,2806.29881757204,3972.08378302855,5846.81397785037,32589.2417648407,65756.4391900986,2663.54785596414,184.339019211263,2121.4415327962,1482.87908306678,9299.82559154537,370.039511081238,537.402256265396,1136.27032417566,3605.72290678694,4015.29463286546,16315.6315938947,33573.4399925176,4036.75582721867,279.968599909221,1740.11441733626,1940.58754025424,18325.5230478224
"ENSG00000077150",4332.67883438756,5239.70686270625,4998.62021750333,3600.34735169729,16840.5626703648,18323.6745620481,21300.1462895927,4665.80252794423,24387.3446876778,51056.2531118401,44428.0899205026,4525.10864242439,6843.13821671458,6783.52911696187,5382.95526997014,3246.37865288329,15214.6843621828,17327.4072118909,19456.437175332,5017.98982894464,27120.8029886441,32832.2953129229,34412.226186283,3336.69660834707,4569.1280070679,5073.58089946074,5387.25160616983,1945.98305727005,16329.0854464274,18416.3857029644,20517.5651219218,2418.57271870991,20198.721383739,36693.4452959788,29638.7315035,2175.32688943783,3617.71228965503,4707.94652671938,4937.45734789037,3119.28127940199,9670.18082172151,10984.8778551954,14098.1354777539,4128.23739975527,18136.0190383672,31902.7322661965,29119.6890948318,5248.20315038503
"ENSG00000126709",571.654938746061,826.2724253316,565.9112765953,2654.62020029551,25897.1164911302,23679.9396261807,26108.469721108,4851.45536136921,12267.8602171151,21841.4211138268,26575.1816054209,1528.05021310501,808.653195805226,1229.32764589681,687.975181215168,994.720740435528,37740.8440032807,33989.9042140807,39390.4641256218,1710.50939489008,16506.049971871,20853.7215792874,27358.1105419262,628.014438504425,183.199585703356,126.292256043663,134.895719766591,360.52950819799,32517.4228057795,23239.4868962892,26733.9342557274,637.826175541915,5492.89984567769,7586.57956372285,10326.1164623388,143.081701757895,231.782990457478,285.941732598176,228.944733637376,748.648032019659,21330.187312528,16515.4828145072,19108.9935135278,976.329196554449,5596.89439995513,5418.34314194637,9566.2109570419,379.190451451453
"ENSG00000187116",1431.72402079613,212.266536852428,150.541857701535,10713.0535163222,30473.4706613444,8597.00556515508,6500.05856421928,1145.87920996736,52178.3778372201,25251.090886861,29662.0629609928,228.58461181507,648.532706812819,100.87667747971,62.543198292288,6920.50269414982,23960.5719521731,5646.38693019805,3521.33356461403,512.95007140323,42242.1619426914,13855.3836683105,12871.5593531723,119.68442702388,432.293093537169,53.8846959119627,63.1592676363809,4351.39086977851,27185.1469167455,4713.18245065919,2544.67236399477,275.262972405659,30422.9893891725,7105.04795928966,11125.363154568,108.645088792436,395.115448645351,48.7782955608653,68.3311974240785,4689.44096273315,9806.55516664323,1337.89289354496,1085.10994705724,415.347369562744,11690.5472448819,1203.23010039006,3390.20177168514,112.288744165578
"ENSG00000163661",64.6668482744413,656.031813560693,119.802944348866,20.3510905997852,32492.7155742689,33578.5783843357,20962.0957985703,334.58312837029,4919.42345897454,39376.3582695245,25360.097097747,62.2920150680878,154.753321763611,840.354016631823,269.253768919341,42.5424888988756,26287.2320938956,20425.7359361767,8826.50057972334,325.071125619174,7180.283169415,35082.9667868836,15942.7727056301,36.8259775458092,38.3777788232328,340.147142944265,111.503398419784,9.38878927598931,24757.8192511186,31917.5161152179,21275.0170576073,74.8287691976548,5835.38764093359,24782.908467958,19156.7870697203,13.0956133812311,105.047846552366,729.992423221226,264.167000350819,37.971181884479,6039.21388818089,12308.8921917533,8230.24792965455,423.233712022796,4424.99043750326,11731.4934788031,15659.8733532606,46.6430168072402
"ENSG00000162511",28517.4334205459,24483.3067271532,30823.248320073,55306.4829508692,21099.9074085649,20118.979569705,24424.147976365,39926.9199855213,16712.7371073743,9653.62754490305,15184.3893894496,48503.8129501906,24247.9670118277,25062.7250311243,26550.1177021804,52052.6689172697,16368.7201848082,18097.7859376137,26417.1299402016,38762.5353035621,23532.47858375,12836.3296398228,21144.9814294621,51142.7339234845,33797.0650716144,28165.6989428576,42278.5018581754,50394.0134792301,21176.8187406119,21264.2803992991,27590.9304790332,47983.0574293152,22165.0042553258,14238.3490484313,23606.6809961097,51214.0337976879,28945.7646854939,23895.4777891529,27521.2703192154,39810.2185854786,26208.6695604093,20935.8032148606,23550.3416153048,32694.67281472,16755.9968246554,14600.5880378028,19732.1551330895,47914.4708950228
"ENSG00000184014",12851.2427575797,7313.2232679996,14461.4764665328,6424.95901464983,33718.685699973,32377.7550513859,40864.0771187152,5450.57677619487,22709.1638301181,31846.670854074,34062.3689970134,11531.0644936474,9946.25540282999,6106.45853591161,13605.7957640935,4363.31236142832,21093.2963713952,19581.9878080041,30697.6174008306,3704.18885554822,20136.7752390781,18660.5672652167,27501.996143253,7307.32611587558,10322.8983944152,5234.393038823,12801.837729063,4560.44791099054,29746.3006323784,30995.9751413552,46950.5781403603,3279.99438316387,17875.8482782682,26027.2745783937,33854.883472728,9211.06643418369,14386.133153336,5744.90580993571,12480.6579872412,6137.47711513855,30191.4203155094,22118.2562701514,34337.8550252853,4796.99924036769,24706.6095424314,34278.7309454478,38608.2144017434,10697.6622806976
"ENSG00000120217",281.300789993819,915.31040219923,1782.06879718938,57.4619028699817,17910.2817016165,26711.6479173934,27132.9999373205,170.691799229559,20158.6359109305,45442.7290740478,44734.7779169525,394.335538865808,268.358361439787,1165.21111360038,2688.29747236004,14.6964961650661,9267.9145325738,11786.4887977144,10931.1032820559,117.593297001531,13408.3641165995,22572.9845107852,22552.8276148577,115.738786572543,287.471286657045,1537.39773023819,3016.04996564841,18.1516592669127,16143.3441184018,19513.35254896,19292.1406156995,40.9776593225253,14134.6727736199,29578.5701610885,30481.9618973456,180.428451030295,217.550701569739,1169.83808836489,2758.60792899682,24.1168317374393,6924.09742170701,10338.1370996021,12117.29145975,216.611539569431,10103.6455790248,15415.4337386999,20311.6900830614,392.14684500902
"ENSG00000121858",80.8335603430516,235.060258930541,85.1231446689309,3651.82363968498,25402.8221634872,52796.1992053574,48649.6171553748,10555.6896718773,2405.98947642515,6897.47781170041,9475.65902074873,2201.3456455366,46.5154493162298,52.1481129344265,82.6842282508214,517.47136496996,6104.77204961948,14145.0093806315,10720.8212169626,581.884073093782,783.810226187195,906.520454789744,1291.24923259635,416.265067616022,20.9991619976179,63.9880763954557,32.7492498855309,1096.61058743555,17167.805604655,27192.1204709292,23863.1685357351,761.649972190415,468.402425864685,1271.39084333762,1652.53050358713,369.587310981411,44.7300507900397,90.8285503547148,78.1934321038424,907.203372591335,14089.9493639571,13803.6127792512,16988.5366233548,874.858256901779,751.95106258804,1047.11480255464,1507.10161252731,234.078843606706
"ENSG00000087074",9493.09332668798,9761.41147995194,10157.2404198936,2463.67908555047,25078.3006596244,40555.2136989795,27872.8560558299,2709.98733039757,18417.779091465,40882.2957526146,24541.7068463508,2594.59784500992,13305.2075601847,11714.5178941057,9195.97025738302,2762.16777923427,22732.1821436605,34656.3429529996,27415.0787236955,3113.51907635663,21311.8848517545,35258.0190126361,25607.915856822,2341.08000112644,10163.5944068471,8020.4002071462,9457.51552051437,1492.8174948823,19172.8890090559,34103.6777748994,27779.7213693476,1881.40905411246,14330.0922803247,27480.4681703439,15787.6355259051,1423.05665409378,10246.5702711305,11943.1133665491,11769.1681996297,2357.80514539434,17104.1323284199,21740.7595201055,21022.1045539446,2994.18135399978,20914.6454525105,38680.4208063684,26248.4274660169,3432.58053318468
"ENSG00000198431",36448.8223614061,62706.9540445191,67159.7966119901,2237.42284299991,10220.9249573104,23153.6528568015,22163.064648255,3194.18080072206,7169.36258126685,15393.2383295106,11985.8336003877,4547.31709997041,20142.9786096704,37403.8751675403,50707.6930561287,2141.82094110885,7698.73562207785,21234.327892342,20866.0398320171,3882.60627168848,4590.19620869132,15193.2828222761,10286.5801017498,3701.66835009572,52856.3389660731,93601.9265409474,96165.8330567267,2557.50619877949,15268.860101983,31491.1646285151,33165.4105857699,2624.35183400347,9888.83142949163,35654.2214762072,28022.644638395,4894.36424555567,50976.670155673,86739.5835785609,96633.6976189981,3553.3842506759,18971.5310287684,41927.1206576692,39862.9307684545,5738.62853009791,11977.948639479,34217.8079023901,26622.8722996448,5830.37710090503
"ENSG00000234975",7644.91480300445,15016.076722772,9447.09270372043,2784.5080432412,11394.3105800738,10432.3380172437,11118.5992639326,6037.45734486064,26363.5561396059,33317.090943695,30112.0942601313,5671.28171967721,14957.4005387823,27260.6397582458,18625.1524406017,2585.03632545532,29190.1356262445,25634.9635101114,30483.7712329391,18278.3236247322,51801.7392144737,37283.6233392008,41422.9280716188,10155.4209149988,22424.2085773183,24721.2881463601,38431.2447406705,2245.79839481664,23486.4717760611,20940.0756229523,37726.1408208793,5949.77796989448,32734.7820071498,25467.1255691551,24725.123694355,3225.40107352544,11109.3180689444,18498.7480889102,18605.1057233746,4873.13938320131,11295.8250015269,24022.3942887652,20077.9897847216,14663.8651702209,26278.6456189128,25225.9475160891,29807.983954986,10558.5969898464
"ENSG00000085265",3382.07616475328,2951.78700911565,2972.2164680235,34774.6267816388,5658.09251642376,5758.02200639116,6778.8019515535,27806.4421462049,4978.2621170902,3436.30781813602,3418.57109086291,14035.7451690808,5759.8649643693,5756.80971312177,3552.24165216029,40736.3668701688,7203.04238282938,8571.99185288323,9357.55189665399,40967.0717105678,6958.58723217813,3213.45871559951,4801.5617477238,24899.6216749022,5817.49198237456,4132.28261774864,6400.1391204866,29822.5502562525,6834.3579330674,6841.60901318303,8552.79942484752,30109.6714152468,3169.01942316193,1100.64366727585,1946.59296582241,13153.3310846521,5867.76939000248,6466.48818219817,6499.91709929868,33269.9390679169,9677.92936404661,8923.9121426287,10388.0270727837,36911.2372500278,4645.49667990964,2916.69068638856,3634.1347130942,31871.0006324731
"ENSG00000108688",1057.30296928711,558.446190913771,349.162528595707,227.453365527011,22476.1189712426,17985.6650312918,27316.8519587537,142.129824856485,4879.77131980964,3752.41262001106,7085.49278754667,72.5837392967284,2485.8929548039,4328.2933735574,3009.49389748823,447.082883337275,33906.9666059682,32635.6273271951,41304.3873282511,110.159237995687,8508.03588641835,3918.66911077387,9790.4228557954,30.2499101269147,957.996252512017,37.8876768130988,17.154368987659,15.6479821266489,38946.8415702941,13673.2254133965,22451.2415136265,4.45409340462231,4445.29011901259,3241.73955127341,5985.55345139583,0.485022717823374,1827.83253001117,347.335104597196,309.955947078294,78.5079841665578,31911.596711681,9395.78308018605,19614.9173869328,27.3393205281806,8994.9203714197,3286.03663492602,10776.5533860716,15.5476722690801
"ENSG00000106178",1539.71765741445,22169.7439362248,4251.42816985383,301.076428579175,599.46333352445,13674.561016208,1436.714586845,580.760145585829,23.0238227409105,71.0347869382123,81.6723468806838,66.6253726380417,1923.23492365181,40907.2024922171,12090.9783003701,1318.81715586514,1764.35812345004,44483.2572936177,8135.06463687402,8105.15178700782,15.7488917162806,63.7690250955544,42.1733659061249,158.483224795358,2713.23655189912,17254.8899690588,1002.75084173316,176.509238388599,4633.15014503691,24016.6901272577,1984.02062912182,154.111631799932,81.5926806344934,597.000917741144,108.074238257409,17.9458405594648,2023.69593422816,20691.2483738615,3531.38446068975,475.666021715027,4929.62262722695,47382.7814092514,7377.36533432421,2564.63856800894,73.0891477639116,3567.80570906799,327.833443549755,145.111607844747
"ENSG00000125810",10999.8308914825,1578.46525390933,6930.44269512879,7307.83720978757,9731.13787277661,544.076744682172,4350.17605552449,979.947739799975,34616.3174909589,9557.73058253646,28995.3499252322,6868.91341807323,11282.6800428001,1655.06142034508,4845.5077863398,8487.61328522477,12632.4323939728,1007.30075446684,10849.1289176975,1000.218848059,44433.6807976722,20376.0790775913,47058.033992546,5512.05971051738,8238.18848437583,169.231623098508,1508.8047268691,6279.84818706672,8524.48865081617,632.865488074379,2804.40286157877,2338.39903742671,34685.9551230635,5107.67451845201,25936.5605045892,7075.9964303252,8798.26544479235,301.920829419839,1572.32198608807,6249.85128855343,9048.7477272487,327.533944892749,3218.00758821562,576.228755747806,24991.5333387992,2516.88321632224,13478.4602976025,6556.79889969927
"ENSG00000131669",16173.1787534378,13394.1609361512,18087.0918876169,5860.51553124991,27270.3232250684,37112.8534778569,38321.2850480866,3019.4087194392,25738.0756218112,34886.9597350295,39369.4047616684,7598.54249891422,25629.1180453712,21028.5128190332,24614.4587177445,7939.97542812651,26573.8047478361,32491.9455807309,37203.8870589308,6586.5762791777,31382.6953777114,33373.7068397145,40791.5679761418,12393.9142643905,23776.8442535787,17866.1444883101,24205.5943856318,4449.66019753387,35421.2173563417,37568.8938946891,39886.3662809612,2398.97470772958,23525.8895829456,26113.2623648997,27473.4767067847,5686.89136647906,18292.5575889994,18497.9070838144,20851.581894358,5674.126071332,25240.1017697722,24648.317208878,28027.6296643728,4455.25773376543,17843.6624473116,28631.926392035,26675.6985417334,12077.9500743637
"ENSG00000198899",19839.1423821158,18294.8111829455,22474.0865471287,20078.745122641,37192.2677228014,46083.4485243741,43902.0835051398,25078.0935465675,35094.7013634645,62091.5072626913,46451.5639840363,23836.1749832278,25091.5067946201,18189.4327689474,15306.122714277,23047.1999860163,44829.2573245338,44188.2511546008,49745.9648057696,23963.3512935648,33391.2847981417,44575.7989148336,37573.9882361275,24845.0403153253,27276.4632168369,18852.0660338243,24773.2480503143,13259.4741348372,30762.6864087174,29291.6794848742,36818.8003601563,35781.5139566929,25906.1797599741,26507.5777858768,22791.097500423,13832.3628896048,15752.432886559,13795.8475927661,15672.4997968134,14567.5926175724,22873.6969436874,20912.2096679828,26501.5642101675,17601.2648585083,20832.8847109441,28753.7724781504,20782.4651228508,18342.7982392325
"ENSG00000107968",2737.99435593984,2840.66761398485,2474.87661352262,1292.89281457459,22938.8625971211,26714.6129132772,27583.7339253503,774.573543117399,10341.533714459,39701.3424197668,25336.7621414954,1217.67347715706,2995.77384153949,2525.3364853819,2248.37497589734,1201.24518654462,15344.8038374856,17769.1521558073,19329.9115259962,585.939014369697,11782.5939101958,23835.8612822854,19866.1361280146,728.628270013511,1795.06629627913,1383.32117786492,1577.42220281974,498.857670197566,18695.2684512757,29242.8267103561,25997.0776898944,219.141395507418,5891.79739544632,27762.9994688634,18469.3846473157,561.171284521644,1997.94226862177,1074.80451253079,1301.11053239457,873.850307422536,14674.1894552694,14677.961869431,14829.3751745606,510.509235247372,10635.0903992065,32298.7320460718,24374.6495848747,412.877074701126
"ENSG00000078401",40.0934459301536,37.7521021918748,916.650159721913,16.1611601821824,4660.48937491941,13398.8163990122,53844.9194384552,112.887803474529,34.5357341113657,761.848089912326,1266.7547679453,15.708421191083,28.6248918869106,36.7601451832842,2477.34668489961,4.64099878896825,813.246720642027,2716.19641985976,28799.7326607932,25.005471201475,39.9779558951738,453.885413915416,1660.88638083239,11.8369213540101,5.79287227520494,9.26143210986859,87.3313330280823,1.25183857013191,2037.38624405757,7217.99743503779,39301.6866145937,0.890818680924462,14.1024386281841,244.450993066847,350.612935742061,3.88018174258699,58.2846116355063,31.9581936433256,629.069683502083,22.5774594988794,4023.04317519055,4466.11963841045,31974.1123380651,55.2043972203647,42.1191698978474,361.730568155239,1797.64594401453,17.275191410089
