"ID","N1_24h_IFN","N1_24h_mock","N1_24h_RVFV","N1_6h_IFN","N1_6h_mock","N1_6h_RVFV","N2_24h_IFN","N2_24h_mock","N2_24h_RVFV","N2_6h_IFN","N2_6h_mock","N2_6h_RVFV","N3_24h_IFN","N3_24h_mock","N3_24h_RVFV","N3_6h_IFN","N3_6h_mock","N3_6h_RVFV"
"ENSMLUG00000002078",0,0,4,2,0,0,1,0,1,0,1,0,2,0,4,0,0,0
"ENSMLUG00000002079",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002080",0,0,0,3,1,2,0,0,1,2,0,0,0,1,1,3,0,3
"ENSMLUG00000002081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002083",5,2,4,4,2,1,6,0,11,1,1,2,2,1,3,4,4,1
"ENSMLUG00000002084",0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
"ENSMLUG00000002085",0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0
"ENSMLUG00000002087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002088",1,0,1,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0
"ENSMLUG00000002089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002092",0,0,2,1,0,2,0,1,0,1,1,0,0,1,1,0,0,0
"ENSMLUG00000002093",1,1,7,4,6,2,2,6,3,1,6,6,3,4,4,4,10,3
"ENSMLUG00000002094",5,2,9,7,2,5,5,5,6,5,4,1,8,2,4,4,3,0
"ENSMLUG00000002095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002098",1,0,3,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0
"ENSMLUG00000002099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002100",1,2,0,1,1,3,1,0,2,0,1,0,3,1,1,1,0,0
"ENSMLUG00000002101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002103",1,0,4,0,1,2,2,3,8,2,1,3,4,0,2,5,1,0
"ENSMLUG00000002104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002106",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMLUG00000002107",1,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,2
"ENSMLUG00000002109",1,0,2,1,0,1,3,0,1,0,0,2,1,1,0,1,1,1
"ENSMLUG00000002110",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002111",17,13,20,12,10,10,7,5,16,14,7,22,10,12,8,8,8,17
"ENSMLUG00000002112",6,1,4,2,0,0,4,4,3,0,1,3,4,2,4,2,2,1
"ENSMLUG00000002114",1,0,11,5,0,1,4,2,4,0,1,1,4,2,2,1,0,0
"ENSMLUG00000002115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002116",1,0,2,3,0,1,1,0,1,0,0,0,4,0,2,0,0,3
"ENSMLUG00000002117",0,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,0,0
"ENSMLUG00000002118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002119",0,1,1,0,0,2,0,0,0,2,1,2,2,1,2,1,3,0
"ENSMLUG00000002120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002121",1,1,1,3,2,1,1,0,1,2,1,4,1,1,4,1,0,0
"ENSMLUG00000002122",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000002123",0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,0,0,0
"ENSMLUG00000002124",1,1,2,0,0,0,2,1,0,1,2,2,0,1,0,2,1,1
"ENSMLUG00000002125",0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"ENSMLUG00000002126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002127",0,0,2,1,0,1,0,3,0,1,1,1,2,0,1,0,1,1
"ENSMLUG00000002128",1,1,4,1,0,0,2,0,2,0,1,0,2,1,0,1,0,0
"ENSMLUG00000002129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002132",0,0,1,0,0,0,0,0,4,4,0,0,1,0,3,2,0,0
"ENSMLUG00000002133",0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0
"ENSMLUG00000002134",0,1,4,1,0,0,1,1,2,1,4,4,0,2,1,2,4,1
"ENSMLUG00000002135",1,7,2,1,4,6,1,6,6,3,4,0,5,1,3,2,4,2
"ENSMLUG00000002136",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
"ENSMLUG00000002138",1,0,0,0,1,0,1,1,1,0,0,0,2,0,1,2,1,1
"ENSMLUG00000002139",4,0,6,6,2,3,1,3,6,2,3,3,1,2,3,1,3,6
"ENSMLUG00000002140",0,0,0,1,0,0,1,0,4,4,0,0,4,0,1,1,0,0
"ENSMLUG00000002142",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ENSMLUG00000002143",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSMLUG00000002144",0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"ENSMLUG00000002145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMLUG00000002147",0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"ENSMLUG00000002148",1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1
"ENSMLUG00000002149",6,3,4,6,4,4,6,4,3,5,1,4,5,3,5,1,6,4
"ENSMLUG00000002150",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
"ENSMLUG00000002153",0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002154",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000002155",3,0,1,3,0,0,1,0,2,4,1,3,1,3,2,1,0,3
"ENSMLUG00000002156",0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,4
"ENSMLUG00000002157",2,4,15,6,8,1,4,2,4,2,1,3,5,6,6,2,2,0
"ENSMLUG00000002158",4,3,4,4,3,2,1,1,3,4,0,2,4,2,2,2,2,3
"ENSMLUG00000002159",0,1,0,0,0,3,0,0,2,0,1,0,1,0,1,0,0,0
"ENSMLUG00000002160",4,2,2,1,1,0,3,3,3,5,3,2,0,4,4,0,0,1
"ENSMLUG00000002161",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002164",10,1,1,0,3,0,1,0,2,2,3,1,2,0,4,2,1,3
"ENSMLUG00000002165",2,2,4,1,0,1,0,2,0,1,1,0,1,1,0,1,1,0
"ENSMLUG00000002166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002167",0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0
"ENSMLUG00000002168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMLUG00000002169",0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0
"ENSMLUG00000002170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002171",0,1,2,0,0,0,0,0,5,2,0,0,3,1,2,1,1,2
"ENSMLUG00000002172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000002174",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"ENSMLUG00000002175",2,1,4,4,1,0,1,0,0,0,0,1,0,3,1,1,0,0
"ENSMLUG00000002176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002177",1,1,0,3,0,0,0,1,1,0,6,0,1,1,0,1,2,0
"ENSMLUG00000002178",12,8,9,7,6,1,5,6,10,6,4,3,10,12,11,2,4,5
"ENSMLUG00000002180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002181",3,1,1,2,1,4,0,4,1,1,3,3,4,1,4,7,5,5
"ENSMLUG00000002182",0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"ENSMLUG00000002183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002184",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002185",7,4,7,2,2,3,2,7,5,4,4,1,3,6,5,6,4,4
"ENSMLUG00000002186",0,0,1,0,0,0,1,0,2,3,0,0,1,0,2,1,0,0
"ENSMLUG00000002187",3,4,2,4,2,9,4,4,6,5,4,5,3,3,1,3,1,1
"ENSMLUG00000002188",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002189",0,1,0,1,1,0,2,1,0,3,0,3,0,2,1,0,0,0
"ENSMLUG00000002190",4,1,1,4,2,2,4,1,6,3,3,3,8,5,8,5,6,1
"ENSMLUG00000002191",1,2,1,4,1,2,3,1,1,1,3,0,4,0,2,3,0,1
"ENSMLUG00000002192",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002193",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002194",2,1,3,0,1,0,2,0,0,0,0,4,1,1,2,1,0,1
"ENSMLUG00000002195",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSMLUG00000002196",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002198",0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
"ENSMLUG00000002199",0,1,0,2,0,1,0,0,0,3,0,0,0,2,0,2,2,0
"ENSMLUG00000002200",6,6,10,4,6,3,4,0,4,11,4,6,7,2,5,7,0,0
"ENSMLUG00000002201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMLUG00000002202",1,2,1,0,2,1,4,5,2,0,3,5,5,1,4,1,1,0
"ENSMLUG00000002203",2,1,1,1,1,1,0,0,2,1,2,0,0,0,0,1,1,2
"ENSMLUG00000002204",2,1,2,2,5,1,1,5,5,1,0,1,4,1,0,0,1,1
"ENSMLUG00000002205",0,0,0,3,0,0,0,0,0,1,0,1,2,0,2,0,0,0
"ENSMLUG00000002206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002207",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMLUG00000002208",1,2,0,1,0,0,1,0,0,6,0,0,2,2,0,0,0,0
"ENSMLUG00000002209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002211",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"ENSMLUG00000002212",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMLUG00000002213",0,0,1,0,0,1,0,0,1,1,2,0,1,1,4,3,0,1
"ENSMLUG00000002214",13,1,23,24,0,1,9,0,31,18,0,5,13,1,31,21,1,1
"ENSMLUG00000002215",0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0
"ENSMLUG00000002217",2,3,1,1,2,0,0,5,1,1,0,0,4,0,5,1,3,2
"ENSMLUG00000002218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002219",4,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0
"ENSMLUG00000002220",0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0
"ENSMLUG00000002221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000002222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002225",4,0,3,0,1,2,0,3,2,3,1,5,1,0,1,2,0,1
"ENSMLUG00000002227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002228",0,2,2,5,0,2,0,1,4,3,0,0,1,0,3,4,1,1
"ENSMLUG00000002229",2,0,9,1,3,0,2,4,1,4,2,1,1,7,4,0,4,0
"ENSMLUG00000002230",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"ENSMLUG00000002232",1,0,1,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0
"ENSMLUG00000002233",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002234",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMLUG00000002235",5,1,4,2,0,0,5,0,1,0,0,2,3,0,2,3,3,0
"ENSMLUG00000002236",1,1,2,1,0,1,0,0,12,2,0,3,3,1,3,1,2,7
"ENSMLUG00000002237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002240",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002241",3,0,2,4,5,0,2,1,1,1,0,1,0,1,4,1,0,0
"ENSMLUG00000002242",0,0,1,0,0,0,3,1,1,4,0,0,1,0,0,0,0,1
"ENSMLUG00000002243",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"ENSMLUG00000002244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002252",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002253",4,0,2,1,3,1,0,0,1,0,1,1,1,3,1,1,0,1
"ENSMLUG00000002255",0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0
"ENSMLUG00000002256",1,0,1,0,0,0,0,1,2,1,2,0,0,4,0,0,0,0
"ENSMLUG00000002257",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000002259",1,0,0,0,0,4,0,2,2,1,0,0,1,2,2,2,1,2
"ENSMLUG00000002260",3,0,2,1,0,1,4,0,1,0,1,0,1,2,3,1,2,1
"ENSMLUG00000002261",0,0,0,0,4,0,1,1,1,0,0,0,1,0,0,0,5,0
"ENSMLUG00000002262",7,0,13,2,3,1,6,4,2,1,2,3,1,4,7,4,3,3
"ENSMLUG00000002264",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ENSMLUG00000002265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002266",0,1,1,0,2,1,1,4,1,2,0,2,2,1,0,0,3,1
"ENSMLUG00000002267",0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
"ENSMLUG00000002268",0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,0
"ENSMLUG00000002269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002270",5,0,2,4,6,2,4,2,6,5,2,3,3,1,11,6,0,5
"ENSMLUG00000002271",1,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0
"ENSMLUG00000002273",1,1,2,0,0,3,1,0,2,0,1,1,0,0,0,0,0,0
"ENSMLUG00000002275",1,0,1,0,0,1,0,0,1,0,2,0,1,0,1,2,1,0
"ENSMLUG00000002277",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002278",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSMLUG00000002279",1,2,2,4,0,3,6,3,0,8,1,6,1,0,1,4,0,4
"ENSMLUG00000002280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000002281",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"ENSMLUG00000002282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002285",6,6,7,8,7,7,9,2,12,7,1,2,4,4,15,6,5,7
"ENSMLUG00000002286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002287",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000002290",0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0
"ENSMLUG00000002291",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"ENSMLUG00000002292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002293",8,10,16,6,4,7,5,5,18,6,6,8,10,7,9,8,10,7
"ENSMLUG00000002294",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000002295",0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0
"ENSMLUG00000002296",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"ENSMLUG00000002297",1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002299",1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002301",9,0,6,3,1,4,3,2,5,2,1,3,12,1,12,6,1,1
"ENSMLUG00000002302",0,2,0,1,0,0,0,0,3,0,0,2,0,0,2,0,1,1
"ENSMLUG00000002303",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
"ENSMLUG00000002304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002306",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002308",0,0,0,1,1,2,0,1,0,3,0,0,1,0,0,2,2,1
"ENSMLUG00000002309",6,1,1,3,0,2,0,0,5,3,1,0,4,0,3,4,0,1
"ENSMLUG00000002310",2,3,0,5,2,4,1,1,0,0,4,0,1,2,1,0,0,0
"ENSMLUG00000002313",5,4,8,0,6,0,2,1,6,2,2,0,2,3,17,2,3,2
"ENSMLUG00000002314",1,0,3,1,0,2,1,1,7,1,1,2,3,0,3,1,1,2
"ENSMLUG00000002315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSMLUG00000002317",5,0,4,1,3,0,2,1,2,2,0,0,4,3,0,1,4,0
"ENSMLUG00000002318",5,1,7,2,1,0,2,1,8,4,1,3,3,1,8,0,1,1
"ENSMLUG00000002321",3,4,2,1,3,3,2,5,10,5,1,3,0,3,2,5,6,0
"ENSMLUG00000002322",1,0,1,0,1,1,2,1,0,1,2,0,2,0,0,0,0,0
"ENSMLUG00000002323",0,0,0,2,0,0,0,0,1,2,0,0,1,0,2,0,1,0
"ENSMLUG00000002324",0,0,1,1,3,0,0,1,2,2,2,2,2,0,4,2,0,0
"ENSMLUG00000002325",1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,1,1
"ENSMLUG00000002326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002328",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002329",0,2,1,1,0,1,0,0,0,1,0,3,1,0,2,0,0,0
"ENSMLUG00000002330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002331",1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002332",3,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"ENSMLUG00000002333",4,2,4,6,2,1,5,2,18,9,3,1,2,2,8,6,2,3
"ENSMLUG00000002334",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002336",0,0,0,0,2,1,0,0,3,1,1,0,1,1,1,0,0,0
"ENSMLUG00000002337",0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"ENSMLUG00000002338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002339",2,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0
"ENSMLUG00000002341",5,5,2,4,1,2,1,1,1,4,0,4,6,2,3,4,1,0
"ENSMLUG00000002342",0,2,0,2,0,0,0,0,3,0,4,1,0,1,0,3,1,0
"ENSMLUG00000002343",5,5,11,6,8,3,9,3,20,7,3,1,6,1,7,11,3,4
"ENSMLUG00000002344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002346",1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"ENSMLUG00000002347",0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0
"ENSMLUG00000002348",0,1,1,0,0,1,0,1,5,1,3,2,5,4,1,0,3,1
"ENSMLUG00000002349",1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
"ENSMLUG00000002350",2,0,2,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0
"ENSMLUG00000002351",0,0,0,2,0,0,1,0,1,1,0,0,1,1,2,2,0,0
"ENSMLUG00000002352",6,4,2,9,0,0,2,4,2,6,3,0,4,2,10,7,1,1
"ENSMLUG00000002353",0,0,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0
"ENSMLUG00000002355",0,0,1,2,0,0,2,0,5,1,0,0,0,0,2,1,0,2
"ENSMLUG00000002356",1,0,3,2,4,1,6,1,3,5,3,3,2,1,2,3,1,1
"ENSMLUG00000002357",0,0,2,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0
"ENSMLUG00000002358",2,1,1,1,0,0,0,0,3,3,0,0,2,3,1,3,0,0
"ENSMLUG00000002359",1,0,3,3,1,1,1,3,0,2,0,1,1,0,1,0,0,0
"ENSMLUG00000002360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002361",2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMLUG00000002362",3,1,1,4,3,2,1,0,1,0,0,1,0,0,2,2,0,2
"ENSMLUG00000002363",5,5,8,5,5,3,1,4,12,1,2,3,3,2,1,4,2,1
"ENSMLUG00000002364",2,0,2,1,2,3,3,1,9,2,2,0,1,3,6,0,1,1
"ENSMLUG00000002365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002366",2,2,2,3,2,1,1,0,3,5,0,1,3,0,1,3,3,0
"ENSMLUG00000002367",7,4,2,7,3,0,5,3,3,10,1,2,7,2,6,4,2,2
"ENSMLUG00000002368",1,1,2,0,1,6,4,1,4,2,4,1,2,1,4,7,5,5
"ENSMLUG00000002369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMLUG00000002370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002372",2,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0
"ENSMLUG00000002373",8,7,14,5,8,4,7,7,10,14,7,12,9,14,14,8,13,4
"ENSMLUG00000002374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002375",2,2,2,2,2,1,0,1,6,1,0,1,1,0,2,2,0,0
"ENSMLUG00000002376",0,0,1,0,0,0,2,1,0,0,0,3,4,1,0,1,0,0
"ENSMLUG00000002379",4,6,1,3,3,2,0,1,2,2,4,6,3,5,3,2,2,2
"ENSMLUG00000002380",1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
"ENSMLUG00000002381",1,0,1,2,2,2,0,0,4,0,5,1,1,1,0,3,1,0
"ENSMLUG00000002382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002384",0,0,0,2,4,0,0,1,0,0,1,0,2,0,2,0,1,0
"ENSMLUG00000002385",2,3,3,4,4,1,1,0,5,1,3,3,3,2,4,0,1,3
"ENSMLUG00000002386",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSMLUG00000002389",0,1,2,0,2,2,1,1,0,0,1,1,0,2,0,0,1,1
"ENSMLUG00000002390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002392",1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,1,3,0
"ENSMLUG00000002393",0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,1,0,0
"ENSMLUG00000002394",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000002395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002396",1,4,1,0,2,1,0,1,4,0,2,0,0,1,0,0,2,2
"ENSMLUG00000002397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002398",0,0,0,2,0,0,0,2,1,0,0,0,0,3,0,1,0,0
"ENSMLUG00000002399",1,1,6,2,0,0,1,0,5,5,3,0,4,0,2,3,0,0
"ENSMLUG00000002400",1,0,4,0,1,0,0,1,1,0,0,1,0,1,3,0,0,0
"ENSMLUG00000002405",6,3,3,3,0,0,1,0,4,0,4,2,1,1,2,2,0,0
"ENSMLUG00000002406",0,2,1,1,0,0,1,1,1,0,0,4,1,1,0,4,1,1
"ENSMLUG00000002407",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000002408",1,2,0,0,0,0,0,1,2,0,0,3,1,0,0,1,0,1
"ENSMLUG00000002409",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
