"ID","N1_24h_IFN","N1_24h_mock","N1_24h_RVFV","N1_6h_IFN","N1_6h_mock","N1_6h_RVFV","N2_24h_IFN","N2_24h_mock","N2_24h_RVFV","N2_6h_IFN","N2_6h_mock","N2_6h_RVFV","N3_24h_IFN","N3_24h_mock","N3_24h_RVFV","N3_6h_IFN","N3_6h_mock","N3_6h_RVFV"
"ENSMLUG00000015638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015639",3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"ENSMLUG00000015640",3,1,2,2,0,0,1,0,3,4,0,0,2,0,2,0,1,2
"ENSMLUG00000015641",0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,1
"ENSMLUG00000015642",1,1,7,3,1,2,3,1,4,7,3,4,3,4,2,1,5,1
"ENSMLUG00000015643",1,0,3,3,0,1,0,0,1,0,0,0,1,0,2,0,0,0
"ENSMLUG00000015644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000015645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015647",8,0,10,4,2,3,1,4,3,8,4,0,5,4,1,5,0,2
"ENSMLUG00000015648",2,0,1,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0
"ENSMLUG00000015649",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015651",1,0,2,1,2,2,0,0,2,2,0,3,1,1,0,0,0,1
"ENSMLUG00000015652",3,2,2,2,2,4,6,2,6,6,1,3,2,1,4,7,3,4
"ENSMLUG00000015653",1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"ENSMLUG00000015655",2,2,2,0,3,0,0,1,2,1,1,1,0,1,2,4,1,1
"ENSMLUG00000015656",10,7,12,6,1,0,7,4,20,7,2,1,9,2,9,13,2,4
"ENSMLUG00000015658",5,0,1,1,0,0,1,1,1,2,2,0,1,2,0,1,1,1
"ENSMLUG00000015659",2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSMLUG00000015660",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015661",3,1,4,1,2,1,2,2,1,4,1,3,5,5,5,1,4,6
"ENSMLUG00000015662",7,1,6,1,0,1,6,0,9,2,1,1,9,0,7,4,1,0
"ENSMLUG00000015663",0,0,0,3,4,1,2,0,0,0,0,0,1,0,0,0,0,1
"ENSMLUG00000015664",8,2,12,8,2,4,6,1,10,9,2,10,5,4,12,4,2,1
"ENSMLUG00000015665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015669",4,2,2,2,2,3,9,1,4,1,2,4,5,3,4,3,2,1
"ENSMLUG00000015670",0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000015671",0,0,5,1,1,1,3,0,0,0,1,0,2,1,2,0,0,0
"ENSMLUG00000015673",0,1,1,5,4,0,2,0,4,3,0,1,5,0,2,0,0,1
"ENSMLUG00000015677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015678",19,7,9,11,3,4,7,7,31,11,3,2,17,6,25,12,6,10
"ENSMLUG00000015680",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015681",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2
"ENSMLUG00000015682",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
"ENSMLUG00000015683",0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
"ENSMLUG00000015684",0,0,2,1,0,0,2,3,4,3,3,1,4,2,1,2,1,1
"ENSMLUG00000015685",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015686",0,0,0,0,0,0,0,0,4,1,3,1,0,0,2,0,0,0
"ENSMLUG00000015688",0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0
"ENSMLUG00000015689",6,1,4,3,1,1,1,0,4,9,2,0,7,1,1,2,0,0
"ENSMLUG00000015690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015691",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMLUG00000015692",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMLUG00000015693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015694",13,2,7,2,2,3,2,3,13,5,2,2,5,2,8,3,2,2
"ENSMLUG00000015695",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015697",1,0,1,2,1,0,0,1,0,0,1,0,0,3,0,0,0,0
"ENSMLUG00000015698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015700",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000015701",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMLUG00000015702",0,0,1,1,2,0,0,5,0,0,0,0,0,1,0,0,3,1
"ENSMLUG00000015705",1,0,0,3,3,0,0,1,2,1,3,1,2,0,2,0,0,1
"ENSMLUG00000015706",0,0,4,2,0,1,1,0,3,1,0,2,0,0,3,1,3,1
"ENSMLUG00000015707",1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
"ENSMLUG00000015708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015709",2,1,9,1,2,0,2,0,1,6,0,0,5,1,9,0,0,0
"ENSMLUG00000015710",0,1,0,0,0,1,0,1,3,1,0,1,1,1,2,0,0,0
"ENSMLUG00000015711",4,0,8,4,4,0,0,2,8,7,2,2,5,4,3,5,0,0
"ENSMLUG00000015712",0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0
"ENSMLUG00000015713",3,1,1,0,1,1,1,0,1,0,2,1,1,0,5,3,1,0
"ENSMLUG00000015714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015715",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"ENSMLUG00000015717",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000015718",0,2,1,4,0,0,0,1,6,2,1,1,0,3,3,2,1,0
"ENSMLUG00000015720",0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"ENSMLUG00000015721",4,1,6,0,2,0,1,0,6,1,1,1,0,3,4,0,1,1
"ENSMLUG00000015723",4,2,4,3,1,0,5,0,13,2,5,1,6,3,5,1,1,2
"ENSMLUG00000015724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015725",4,0,9,0,0,0,6,0,9,3,1,1,3,2,5,5,0,0
"ENSMLUG00000015726",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSMLUG00000015727",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSMLUG00000015728",0,1,1,3,0,0,0,0,5,1,0,1,3,0,2,1,2,0
"ENSMLUG00000015729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015731",6,2,7,9,0,5,3,4,9,10,2,4,7,2,10,7,0,2
"ENSMLUG00000015732",4,2,1,2,1,0,0,0,3,0,1,0,0,1,1,0,3,0
"ENSMLUG00000015733",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000015734",1,0,0,0,2,2,0,0,5,0,0,0,0,1,1,0,1,0
"ENSMLUG00000015735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015738",1,1,5,4,1,0,2,1,4,1,1,1,1,2,1,2,0,2
"ENSMLUG00000015739",2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,4,0,0
"ENSMLUG00000015740",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015742",0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0
"ENSMLUG00000015743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015744",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015745",13,4,5,5,8,2,3,3,13,8,7,8,5,9,6,5,0,4
"ENSMLUG00000015746",6,4,4,3,1,0,4,2,2,3,1,2,4,2,5,5,1,3
"ENSMLUG00000015747",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSMLUG00000015748",2,0,2,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0
"ENSMLUG00000015749",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015751",0,0,0,0,3,0,1,0,1,1,1,0,0,0,2,1,0,0
"ENSMLUG00000015752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015756",0,0,1,0,1,0,1,0,2,0,0,0,3,0,0,3,0,0
"ENSMLUG00000015757",4,0,1,2,0,0,3,0,0,0,2,1,0,1,0,0,0,0
"ENSMLUG00000015758",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSMLUG00000015759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015760",2,1,2,1,1,0,1,0,3,0,1,1,1,0,3,2,1,1
"ENSMLUG00000015761",3,1,4,4,0,1,2,0,8,2,0,0,5,1,5,6,1,2
"ENSMLUG00000015762",1,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,0,1
"ENSMLUG00000015764",11,0,6,2,0,4,7,0,7,10,0,1,6,0,7,14,0,0
"ENSMLUG00000015766",0,1,0,1,0,1,3,0,0,1,0,0,0,1,1,0,0,0
"ENSMLUG00000015767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015768",18,8,12,24,19,15,13,13,19,18,11,20,14,11,22,18,16,25
"ENSMLUG00000015769",1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,1,1
"ENSMLUG00000015770",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015771",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMLUG00000015772",5,2,105,16,5,8,1,0,96,12,1,0,5,2,75,16,2,4
"ENSMLUG00000015773",15,1,10,3,1,0,5,1,10,2,0,0,4,0,10,4,0,0
"ENSMLUG00000015774",1,5,3,0,2,1,4,4,5,1,2,1,7,2,6,2,3,1
"ENSMLUG00000015775",2,2,1,3,0,0,1,0,2,1,0,0,0,1,2,0,0,1
"ENSMLUG00000015776",1,2,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,1
"ENSMLUG00000015777",2,3,2,2,1,0,0,1,2,1,0,0,2,1,3,3,0,0
"ENSMLUG00000015778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015779",3,1,4,2,1,1,11,2,7,1,4,3,3,3,3,4,1,3
"ENSMLUG00000015781",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSMLUG00000015782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015783",0,0,1,0,4,1,2,0,2,2,0,0,0,0,4,2,0,1
"ENSMLUG00000015784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015786",5,0,2,9,2,0,1,1,4,7,0,0,1,4,4,3,2,2
"ENSMLUG00000015787",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015790",3,0,2,1,0,0,1,1,8,2,0,0,2,1,5,1,2,0
"ENSMLUG00000015791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015793",0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,1,1,0
"ENSMLUG00000015794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015795",2,0,2,0,0,0,0,0,3,0,0,0,1,0,6,1,0,0
"ENSMLUG00000015796",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
"ENSMLUG00000015797",8,5,7,1,1,1,4,3,10,8,0,3,6,2,6,5,5,7
"ENSMLUG00000015799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015800",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015803",0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,2,0,0
"ENSMLUG00000015804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015806",1,0,2,1,0,4,3,1,4,4,3,3,3,0,7,3,2,1
"ENSMLUG00000015807",0,0,0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,0
"ENSMLUG00000015808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015809",1,0,1,0,1,2,2,0,1,4,3,1,1,2,1,1,0,2
"ENSMLUG00000015810",1,0,1,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0
"ENSMLUG00000015811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015812",3,1,2,5,0,2,3,1,1,1,5,0,2,3,3,1,0,0
"ENSMLUG00000015813",2,4,3,2,2,0,0,3,2,3,0,2,0,0,3,1,2,2
"ENSMLUG00000015814",4,0,1,1,1,1,2,0,3,0,0,0,4,0,1,2,0,0
"ENSMLUG00000015815",3,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,1
"ENSMLUG00000015817",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015818",6,1,8,2,0,0,0,2,5,1,3,1,0,0,3,1,0,5
"ENSMLUG00000015820",0,3,5,2,2,2,2,2,6,2,2,2,2,4,5,0,2,2
"ENSMLUG00000015821",1,1,7,1,3,1,1,1,4,2,1,4,3,3,4,0,0,4
"ENSMLUG00000015822",0,3,0,0,0,1,1,0,4,1,2,0,3,0,0,0,0,3
"ENSMLUG00000015823",0,3,2,4,1,1,2,0,0,1,4,4,2,1,1,1,0,1
"ENSMLUG00000015824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015825",23,16,38,31,13,20,41,27,65,34,33,26,38,24,41,32,18,15
"ENSMLUG00000015826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015828",1,0,6,3,3,2,1,0,9,3,0,2,0,0,5,0,1,0
"ENSMLUG00000015830",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015832",1,0,3,2,0,0,1,3,4,2,2,1,3,1,6,1,0,2
"ENSMLUG00000015833",0,0,1,1,1,0,0,2,0,2,0,0,0,1,0,2,0,0
"ENSMLUG00000015834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015835",0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
"ENSMLUG00000015838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015839",1,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,1,0
"ENSMLUG00000015840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015841",1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0
"ENSMLUG00000015842",0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"ENSMLUG00000015843",0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015844",0,3,3,0,0,0,1,1,1,0,3,1,1,2,2,0,1,0
"ENSMLUG00000015845",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"ENSMLUG00000015846",1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1
"ENSMLUG00000015847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015848",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMLUG00000015849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015852",1,1,4,0,0,0,1,3,1,4,4,1,0,0,3,1,0,0
"ENSMLUG00000015853",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"ENSMLUG00000015854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015856",7,0,9,5,3,4,8,2,4,2,1,5,7,4,8,4,1,3
"ENSMLUG00000015857",5,2,6,6,1,1,3,1,9,3,0,0,6,6,5,2,4,5
"ENSMLUG00000015858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMLUG00000015859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015860",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0
"ENSMLUG00000015862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015865",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMLUG00000015867",3,1,1,0,0,2,0,0,1,0,1,2,0,0,0,2,0,0
"ENSMLUG00000015868",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015872",2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"ENSMLUG00000015873",3,4,2,0,1,2,3,4,3,3,4,3,3,1,3,3,1,3
"ENSMLUG00000015874",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000015875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015876",8,8,14,10,1,5,12,10,10,19,6,8,12,12,13,14,7,6
"ENSMLUG00000015877",1,3,3,0,1,1,1,1,1,1,1,0,2,0,3,0,2,0
"ENSMLUG00000015879",2,1,4,2,4,2,4,0,4,6,0,3,3,0,7,1,0,0
"ENSMLUG00000015880",0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0
"ENSMLUG00000015881",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015882",4,4,1,3,0,5,3,3,1,3,0,4,2,4,2,4,1,4
"ENSMLUG00000015884",0,0,5,0,0,0,1,0,3,0,0,0,0,0,1,2,0,1
"ENSMLUG00000015885",1,0,1,1,2,1,0,3,0,5,0,2,0,1,2,3,1,0
"ENSMLUG00000015886",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMLUG00000015887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015888",0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
"ENSMLUG00000015889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015890",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015892",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMLUG00000015894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015895",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
"ENSMLUG00000015896",0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0
"ENSMLUG00000015897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015898",8,5,4,4,1,2,6,0,2,6,4,4,6,2,4,6,5,0
"ENSMLUG00000015899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015900",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000015901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015902",1,0,1,0,0,2,0,4,3,3,2,1,2,4,0,0,1,5
"ENSMLUG00000015903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMLUG00000015905",0,1,1,1,0,0,1,1,2,1,0,3,1,4,2,1,2,1
"ENSMLUG00000015906",4,0,2,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0
"ENSMLUG00000015907",0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"ENSMLUG00000015908",3,3,2,0,2,0,1,1,0,1,0,0,1,0,0,2,0,0
"ENSMLUG00000015909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015911",2,5,1,1,2,0,4,0,2,6,0,2,4,0,1,2,0,1
"ENSMLUG00000015913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015914",0,0,0,0,2,0,0,1,0,2,0,2,0,0,0,1,0,3
"ENSMLUG00000015917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015919",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015921",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMLUG00000015922",4,2,5,1,0,1,1,0,11,3,1,0,5,1,1,4,0,0
"ENSMLUG00000015923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015924",0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0
"ENSMLUG00000015925",1,2,4,0,0,1,0,1,5,0,2,0,2,1,1,2,1,2
"ENSMLUG00000015926",0,3,4,1,0,1,1,0,1,1,1,0,0,0,2,1,3,0
"ENSMLUG00000015927",7,3,4,2,3,1,5,4,8,1,2,4,6,3,9,8,8,2
"ENSMLUG00000015928",1,1,2,1,1,4,1,2,3,0,2,2,1,2,1,5,2,0
"ENSMLUG00000015929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015930",0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015932",1,0,0,0,1,2,1,0,2,0,1,2,2,2,0,0,0,0
"ENSMLUG00000015933",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0
"ENSMLUG00000015934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015936",32,23,44,42,48,24,25,23,70,31,22,27,25,29,61,43,32,27
"ENSMLUG00000015937",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"ENSMLUG00000015938",1,1,3,0,0,1,1,0,1,3,0,0,0,1,0,1,5,0
"ENSMLUG00000015939",0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015940",1,0,0,1,1,1,1,0,2,2,2,1,1,1,0,1,0,0
"ENSMLUG00000015941",3,3,2,5,3,5,3,2,4,1,2,2,2,4,6,2,4,2
"ENSMLUG00000015942",2,0,1,2,2,2,0,1,5,0,0,0,0,1,1,0,0,3
"ENSMLUG00000015943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015945",1,1,8,3,2,1,1,2,9,6,1,1,3,1,7,1,2,4
"ENSMLUG00000015946",2,0,3,0,1,0,1,0,9,0,0,0,0,0,6,0,0,0
"ENSMLUG00000015947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015948",0,1,0,0,0,2,2,0,1,0,2,0,0,0,0,1,0,1
"ENSMLUG00000015949",4,3,6,4,0,4,3,2,3,1,3,8,5,5,5,1,1,5
"ENSMLUG00000015950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015951",0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,2,0,0
"ENSMLUG00000015953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015955",1,0,0,1,0,0,0,1,8,1,2,1,0,0,0,1,0,0
"ENSMLUG00000015956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015957",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMLUG00000015958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015959",1,2,0,1,3,1,0,1,1,0,2,1,2,1,0,1,1,0
"ENSMLUG00000015960",0,3,1,0,0,3,1,1,5,0,0,0,0,0,2,0,0,2
"ENSMLUG00000015961",0,2,1,1,1,1,2,3,5,0,1,1,2,0,2,3,0,0
"ENSMLUG00000015962",4,1,1,0,0,0,3,2,6,5,0,0,9,1,7,0,0,1
"ENSMLUG00000015963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000015965",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMLUG00000015966",0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
"ENSMLUG00000015967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
