"","N1_24h_IFN","N1_24h_mock","N1_24h_RVFV","N1_6h_IFN","N1_6h_mock","N1_6h_RVFV","N2_24h_IFN","N2_24h_mock","N2_24h_RVFV","N2_6h_IFN","N2_6h_mock","N2_6h_RVFV","N3_24h_IFN","N3_24h_mock","N3_24h_RVFV","N3_6h_IFN","N3_6h_mock","N3_6h_RVFV"
"ENSMLUG00000008262",4.05244615757156,0,6.68466163219738,0,3.12881640235747,0,1.04359599778951,0,8.32625970868577,6.79352531825981,1.92465650406528,1.9922398159335,1.97514328073537,1.00365762142418,4.56724280640857,3.03521632885388,5.93079963076245,5.01017518399793
"ENSMLUG00000008263",0.810489231514312,0,1.67116540804934,4.33874733547077,0,3.39273717599892,2.08719199557902,3.38000296066373,6.40481516052751,2.54757199434743,3.84931300813056,0,2.96271492110305,2.00731524284835,0.761207134401429,6.07043265770776,1.18615992615249,1.25254379599948
"ENSMLUG00000008264",0,0,0,0,1.04293880078582,2.26182478399928,1.04359599778951,0,0,0,0.962328252032639,0,0,3.01097286427253,0,0,1.18615992615249,2.50508759199896
"ENSMLUG00000008265",8.10489231514312,4.23596075245808,2.50674811207402,2.60324840128246,10.4293880078582,4.52364956799856,3.13078799336853,6.76000592132747,1.92144454815825,0,2.88698475609792,7.96895926373399,1.97514328073537,4.0146304856967,3.04482853760571,2.02347755256925,3.55847977845747,3.75763138799845
"ENSMLUG00000008268",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,1.01173877628463,0,0
"ENSMLUG00000008270",0,0,0,0,0,0,0,0,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000008272",0.810489231514312,0,0.835582704024672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008273",0,0,0,0,1.04293880078582,0,0,0,0,0.849190664782476,0,0,0,1.00365762142418,0,0,0,0
"ENSMLUG00000008274",1.62097846302862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008278",0.810489231514312,0,0,0,0,0,0,0,1.92144454815825,0,0,0,0,2.00731524284835,0,0,0,0
"ENSMLUG00000008285",0,0,3.34233081609869,1.73549893418831,0,5.6545619599982,1.04359599778951,2.25333530710916,2.56192606421101,0.849190664782476,0.962328252032639,0.996119907966749,2.96271492110305,1.00365762142418,4.56724280640857,1.01173877628463,0,1.25254379599948
"ENSMLUG00000008286",4.86293538908587,0,0,2.60324840128246,3.12881640235747,2.26182478399928,3.13078799336853,6.76000592132747,1.2809630321055,1.69838132956495,5.77396951219584,4.98059953983374,2.96271492110305,2.00731524284835,1.52241426880286,2.02347755256925,5.93079963076245,1.25254379599948
"ENSMLUG00000008287",0.810489231514312,2.11798037622904,0.835582704024672,1.73549893418831,0,2.26182478399928,3.13078799336853,1.12666765355458,1.2809630321055,0.849190664782476,0,0,0,1.00365762142418,2.28362140320429,0,0,6.26271897999741
"ENSMLUG00000008288",0.810489231514312,1.05899018811452,0,0.867749467094155,0,1.13091239199964,1.04359599778951,1.12666765355458,1.2809630321055,0.849190664782476,0,0,0,0,0,2.02347755256925,0,0
"ENSMLUG00000008289",3.24195692605725,3.17697056434356,0,2.60324840128246,2.08587760157164,0,1.04359599778951,2.25333530710916,1.2809630321055,2.54757199434743,0,1.9922398159335,3.95028656147074,2.00731524284835,0.761207134401429,3.03521632885388,0,2.50508759199896
"ENSMLUG00000008290",0,0,0,0,0,0,1.04359599778951,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008291",3.24195692605725,3.17697056434356,0,4.33874733547077,5.21469400392911,2.26182478399928,8.34876798231608,3.38000296066373,2.56192606421101,8.49190664782476,4.8116412601632,6.97283935576724,3.95028656147074,2.00731524284835,5.32844994081,14.1643428679848,3.55847977845747,1.25254379599948
"ENSMLUG00000008292",0,0,0,0,1.04293880078582,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008293",0,0,0,0,3.12881640235747,0,0,0,0,0,0,0,0.987571640367685,1.00365762142418,0.761207134401429,0,0,0
"ENSMLUG00000008294",2.43146769454294,2.11798037622904,3.34233081609869,1.73549893418831,2.08587760157164,3.39273717599892,4.17438399115804,1.12666765355458,3.84288909631651,1.69838132956495,4.8116412601632,1.9922398159335,1.97514328073537,1.00365762142418,3.04482853760571,4.04695510513851,1.18615992615249,0
"ENSMLUG00000008296",2.43146769454294,1.05899018811452,0.835582704024672,1.73549893418831,2.08587760157164,1.13091239199964,0,1.12666765355458,1.2809630321055,2.54757199434743,0,0,0,4.0146304856967,1.52241426880286,2.02347755256925,4.74463970460996,2.50508759199896
"ENSMLUG00000008297",0,0,0,0.867749467094155,0,0,0,0,0,0.849190664782476,0,0,0,0,0,0,0,0
"ENSMLUG00000008298",0,0,0,0,1.04293880078582,0,1.04359599778951,0,0,0,0.962328252032639,0,0,0,0.761207134401429,4.04695510513851,1.18615992615249,0
"ENSMLUG00000008299",1.62097846302862,1.05899018811452,0,0,0,0,0,0,0,0.849190664782476,0,0,1.97514328073537,1.00365762142418,1.52241426880286,2.02347755256925,0,0
"ENSMLUG00000008300",3.24195692605725,0,2.50674811207402,0,0,2.26182478399928,4.17438399115804,0,0,0,1.92465650406528,0.996119907966749,3.95028656147074,0,0,1.01173877628463,0,0
"ENSMLUG00000008302",0.810489231514312,0,0,0,0,0,3.13078799336853,1.12666765355458,3.20240758026376,0,0,0,0,1.00365762142418,1.52241426880286,0,0,1.25254379599948
"ENSMLUG00000008303",3.24195692605725,1.05899018811452,3.34233081609869,1.73549893418831,2.08587760157164,0,3.13078799336853,0,4.48337061236926,1.69838132956495,0,0,2.96271492110305,5.01828810712088,3.04482853760571,6.07043265770776,1.18615992615249,1.25254379599948
"ENSMLUG00000008304",0,0,0,0,0,0,0,1.12666765355458,0,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000008305",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008307",6.4839138521145,0,10.8625751523207,4.33874733547077,4.17175520314329,4.52364956799856,12.5231519734741,1.12666765355458,11.5286672889495,13.5870506365196,4.8116412601632,2.98835972390025,7.90057312294148,3.01097286427253,10.65689988162,12.1408653154155,3.55847977845747,1.25254379599948
"ENSMLUG00000008308",0,0,0,0,0,0,0,0,0.640481516052751,0,0.962328252032639,0,0,0,0,0,0,0
"ENSMLUG00000008310",0.810489231514312,1.05899018811452,3.34233081609869,0,0,0,1.04359599778951,0,0.640481516052751,0,0,0.996119907966749,0,0,0.761207134401429,2.02347755256925,1.18615992615249,0
"ENSMLUG00000008311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01173877628463,0,0
"ENSMLUG00000008313",0,0,0.835582704024672,0,0,0,0,0,0,2.54757199434743,0,0,0,0,0,0,0,0
"ENSMLUG00000008314",1.62097846302862,0,3.34233081609869,0,1.04293880078582,1.13091239199964,1.04359599778951,2.25333530710916,0.640481516052751,1.69838132956495,0.962328252032639,0.996119907966749,2.96271492110305,0,4.56724280640857,3.03521632885388,1.18615992615249,0
"ENSMLUG00000008315",0,1.05899018811452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008316",1.62097846302862,1.05899018811452,0.835582704024672,2.60324840128246,0,0,1.04359599778951,0,0.640481516052751,0,0,1.9922398159335,1.97514328073537,0,0,3.03521632885388,0,0
"ENSMLUG00000008317",2.43146769454294,5.29495094057261,0.835582704024672,0.867749467094155,0,0,2.08719199557902,0,0,0.849190664782476,0.962328252032639,0.996119907966749,2.96271492110305,1.00365762142418,5.32844994081,1.01173877628463,1.18615992615249,0
"ENSMLUG00000008318",1.62097846302862,0,0,0,0,0,0,0,1.2809630321055,0.849190664782476,0,0,0.987571640367685,0,0,1.01173877628463,0,0
"ENSMLUG00000008320",14.5888061672576,10.5899018811452,10.0269924482961,11.280743072224,5.21469400392911,16.9636858799946,10.4359599778951,11.2666765355458,10.247704256844,19.531385289997,14.4349237804896,9.96119907966749,8.88814476330916,6.02194572854505,13.7017284192257,18.2112979731233,11.8615992615249,23.7983321239902
"ENSMLUG00000008324",0,0,0,0,0,0,2.08719199557902,0,0,0,0,0,0.987571640367685,1.00365762142418,0,1.01173877628463,0,1.25254379599948
"ENSMLUG00000008325",0,0,0.835582704024672,0,0,0,0,0,0,0,0,1.9922398159335,0,0,0,0,0,0
"ENSMLUG00000008326",0.810489231514312,0,0,0.867749467094155,0,0,0,1.12666765355458,1.92144454815825,0,0,0,1.97514328073537,0,0,1.01173877628463,3.55847977845747,1.25254379599948
"ENSMLUG00000008327",0,2.11798037622904,1.67116540804934,0.867749467094155,0,1.13091239199964,0,1.12666765355458,5.12385212842201,0.849190664782476,0,0.996119907966749,0,2.00731524284835,0.761207134401429,1.01173877628463,0,0
"ENSMLUG00000008328",0,1.05899018811452,0,0,0,0,1.04359599778951,0,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000008330",6.4839138521145,4.23596075245808,8.35582704024672,10.4129936051299,8.34351040628658,4.52364956799856,5.21797998894755,4.50667061421831,9.60722274079127,11.8886693069547,1.92465650406528,4.98059953983374,11.8508596844122,8.02926097139341,14.4629355536271,14.1643428679848,1.18615992615249,7.51526277599689
"ENSMLUG00000008331",0.810489231514312,0,1.67116540804934,0,1.04293880078582,1.13091239199964,1.04359599778951,0,0,0,0,1.9922398159335,0.987571640367685,0,0,0,1.18615992615249,1.25254379599948
"ENSMLUG00000008332",0,0,0.835582704024672,0,1.04293880078582,0,0,2.25333530710916,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008333",0,0,0,0,0,0,1.04359599778951,0,1.2809630321055,0,0,0,0.987571640367685,2.00731524284835,2.28362140320429,0,0,0
"ENSMLUG00000008334",2.43146769454294,0,1.67116540804934,2.60324840128246,3.12881640235747,2.26182478399928,1.04359599778951,2.25333530710916,0,3.39676265912991,0,2.98835972390025,0,1.00365762142418,1.52241426880286,2.02347755256925,3.55847977845747,3.75763138799845
"ENSMLUG00000008335",4.05244615757156,1.05899018811452,13.3693232643948,6.94199573675324,1.04293880078582,2.26182478399928,0,2.25333530710916,5.76433364447476,5.09514398869486,6.73629776422847,1.9922398159335,3.95028656147074,7.02560334996923,6.08965707521143,7.08217143399239,3.55847977845747,5.01017518399793
"ENSMLUG00000008336",2.43146769454294,0,2.50674811207402,1.73549893418831,0,0,3.13078799336853,0,0.640481516052751,0,0,0,0,1.00365762142418,0.761207134401429,1.01173877628463,0,1.25254379599948
"ENSMLUG00000008338",0,0,0,0,0,0,0,0,0,0,2.88698475609792,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000008339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18615992615249,1.25254379599948
"ENSMLUG00000008340",0,0,0.835582704024672,0,0,0,0,0,0,0,0,0.996119907966749,0,1.00365762142418,0,0,0,0
"ENSMLUG00000008345",6.4839138521145,6.35394112868713,2.50674811207402,4.33874733547077,0,3.39273717599892,3.13078799336853,3.38000296066373,4.48337061236926,3.39676265912991,5.77396951219584,0,2.96271492110305,1.00365762142418,5.32844994081,6.07043265770776,5.93079963076245,1.25254379599948
"ENSMLUG00000008346",0,2.11798037622904,0,0,1.04293880078582,0,1.04359599778951,2.25333530710916,1.2809630321055,0.849190664782476,0,0.996119907966749,0.987571640367685,1.00365762142418,0,0,0,3.75763138799845
"ENSMLUG00000008347",0.810489231514312,6.35394112868713,5.84907892817271,1.73549893418831,1.04293880078582,0,2.08719199557902,1.12666765355458,4.48337061236926,0.849190664782476,2.88698475609792,0,0.987571640367685,3.01097286427253,0.761207134401429,1.01173877628463,5.93079963076245,0
"ENSMLUG00000008348",4.05244615757156,3.17697056434356,0.835582704024672,1.73549893418831,2.08587760157164,0,0,0,3.20240758026376,2.54757199434743,0.962328252032639,3.984479631867,0.987571640367685,0,0.761207134401429,3.03521632885388,2.37231985230498,3.75763138799845
"ENSMLUG00000008349",0.810489231514312,0,0.835582704024672,0,0,2.26182478399928,0,0,0,0,0.962328252032639,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000008351",3.24195692605725,4.23596075245808,7.52024433622205,4.33874733547077,4.17175520314329,4.52364956799856,4.17438399115804,4.50667061421831,4.48337061236926,1.69838132956495,5.77396951219584,2.98835972390025,0,4.0146304856967,3.04482853760571,1.01173877628463,4.74463970460996,2.50508759199896
"ENSMLUG00000008353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01173877628463,0,0
"ENSMLUG00000008357",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000008358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52241426880286,0,0,2.50508759199896
"ENSMLUG00000008359",1.62097846302862,1.05899018811452,0,0.867749467094155,0,0,0,0,1.2809630321055,0,0,0,0,0,0.761207134401429,0,0,1.25254379599948
"ENSMLUG00000008361",0.810489231514312,0,1.67116540804934,0,0,0,1.04359599778951,2.25333530710916,1.92144454815825,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008362",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008364",0.810489231514312,3.17697056434356,1.67116540804934,1.73549893418831,1.04293880078582,1.13091239199964,1.04359599778951,0,1.92144454815825,0.849190664782476,0.962328252032639,0,2.96271492110305,1.00365762142418,0.761207134401429,1.01173877628463,3.55847977845747,1.25254379599948
"ENSMLUG00000008365",1.62097846302862,0,5.84907892817271,3.47099786837662,2.08587760157164,0,4.17438399115804,2.25333530710916,5.12385212842201,5.09514398869486,0,0,5.92542984220611,2.00731524284835,4.56724280640857,4.04695510513851,3.55847977845747,2.50508759199896
"ENSMLUG00000008366",0,1.05899018811452,5.01349622414804,0,0,0,1.04359599778951,0,2.56192606421101,2.54757199434743,1.92465650406528,0,0,0,0.761207134401429,5.05869388142313,2.37231985230498,0
"ENSMLUG00000008367",0,0,0.835582704024672,0,0,0,0,0,0.640481516052751,0.849190664782476,0,0,0,0,0,0,0,1.25254379599948
"ENSMLUG00000008368",4.05244615757156,1.05899018811452,0,3.47099786837662,1.04293880078582,1.13091239199964,5.21797998894755,0,3.20240758026376,0.849190664782476,0.962328252032639,0.996119907966749,0,3.01097286427253,3.04482853760571,3.03521632885388,1.18615992615249,0
"ENSMLUG00000008370",3.24195692605725,4.23596075245808,2.50674811207402,1.73549893418831,2.08587760157164,3.39273717599892,4.17438399115804,2.25333530710916,1.92144454815825,0.849190664782476,0,2.98835972390025,0.987571640367685,0,3.04482853760571,5.05869388142313,2.37231985230498,1.25254379599948
"ENSMLUG00000008373",1.62097846302862,2.11798037622904,0.835582704024672,0,0,0,2.08719199557902,0,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000008374",0,0,0,0.867749467094155,0,0,0,0,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000008375",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008376",6.4839138521145,1.05899018811452,7.52024433622205,5.20649680256493,6.25763280471493,3.39273717599892,2.08719199557902,3.38000296066373,9.60722274079127,5.09514398869486,0,4.98059953983374,0.987571640367685,0,4.56724280640857,1.01173877628463,1.18615992615249,0
"ENSMLUG00000008377",0,0,0,0,0,0,0,0,0,1.69838132956495,0,0,0,0,0,0,0,0
"ENSMLUG00000008378",0,0,0,0,0,0,0,0,1.2809630321055,0,0,0,0,0,2.28362140320429,0,1.18615992615249,0
"ENSMLUG00000008380",0,1.05899018811452,4.17791352012336,0,1.04293880078582,3.39273717599892,3.13078799336853,2.25333530710916,1.2809630321055,0,1.92465650406528,0,0.987571640367685,3.01097286427253,0,1.01173877628463,0,0
"ENSMLUG00000008381",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008382",0,0,0.835582704024672,0.867749467094155,3.12881640235747,0,1.04359599778951,5.63333826777289,0,0.849190664782476,0,0,0,1.00365762142418,0,2.02347755256925,0,1.25254379599948
"ENSMLUG00000008383",0,1.05899018811452,1.67116540804934,2.60324840128246,3.12881640235747,1.13091239199964,5.21797998894755,1.12666765355458,3.20240758026376,1.69838132956495,2.88698475609792,2.98835972390025,1.97514328073537,3.01097286427253,3.80603567200714,6.07043265770776,1.18615992615249,1.25254379599948
"ENSMLUG00000008385",9.72587077817174,4.23596075245808,10.0269924482961,6.07424626965908,9.3864492070724,3.39273717599892,6.26157598673706,4.50667061421831,5.12385212842201,15.2854319660846,3.84931300813056,9.96119907966749,6.91300148257379,7.02560334996923,12.1793141504229,3.03521632885388,10.6754393353724,10.0203503679959
"ENSMLUG00000008386",0.810489231514312,0,0.835582704024672,0,0,0,0,0,0,0,0,0,0,0,0,3.03521632885388,0,0
"ENSMLUG00000008387",3.24195692605725,2.11798037622904,0.835582704024672,2.60324840128246,0,1.13091239199964,2.08719199557902,2.25333530710916,0.640481516052751,2.54757199434743,1.92465650406528,0,4.93785820183842,3.01097286427253,0.761207134401429,1.01173877628463,0,2.50508759199896
"ENSMLUG00000008388",0,2.11798037622904,0.835582704024672,3.47099786837662,1.04293880078582,2.26182478399928,0,0,3.20240758026376,1.69838132956495,0,0,0,0,0,0,0,0
"ENSMLUG00000008390",0.810489231514312,2.11798037622904,1.67116540804934,1.73549893418831,0,1.13091239199964,1.04359599778951,0,4.48337061236926,0.849190664782476,0.962328252032639,1.9922398159335,0,2.00731524284835,0.761207134401429,5.05869388142313,2.37231985230498,2.50508759199896
"ENSMLUG00000008391",0.810489231514312,0,0,0,0,0,0,1.12666765355458,0,0,0,0,0,0,0,0,0,1.25254379599948
"ENSMLUG00000008393",2.43146769454294,0,1.67116540804934,1.73549893418831,1.04293880078582,1.13091239199964,1.04359599778951,1.12666765355458,1.92144454815825,0,2.88698475609792,0.996119907966749,0.987571640367685,2.00731524284835,0.761207134401429,1.01173877628463,0,0
"ENSMLUG00000008395",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,0,1.00365762142418,0.761207134401429,1.01173877628463,0,1.25254379599948
"ENSMLUG00000008396",0,6.35394112868713,0.835582704024672,0,0,0,6.26157598673706,2.25333530710916,2.56192606421101,1.69838132956495,56.7773668699257,0,0,0,0,0,0,0
"ENSMLUG00000008400",0.810489231514312,2.11798037622904,0.835582704024672,0,0,0,1.04359599778951,0,1.2809630321055,0.849190664782476,3.84931300813056,0,0,0,0.761207134401429,1.01173877628463,0,0
"ENSMLUG00000008402",5.67342462060018,1.05899018811452,5.84907892817271,0.867749467094155,4.17175520314329,4.52364956799856,2.08719199557902,1.12666765355458,5.12385212842201,1.69838132956495,0.962328252032639,1.9922398159335,4.93785820183842,1.00365762142418,3.80603567200714,2.02347755256925,4.74463970460996,5.01017518399793
"ENSMLUG00000008403",1.62097846302862,2.11798037622904,3.34233081609869,2.60324840128246,2.08587760157164,1.13091239199964,1.04359599778951,0,5.12385212842201,5.09514398869486,0.962328252032639,1.9922398159335,0.987571640367685,4.0146304856967,1.52241426880286,3.03521632885388,1.18615992615249,3.75763138799845
"ENSMLUG00000008404",0,0,0.835582704024672,0,2.08587760157164,0,0,0,1.2809630321055,0.849190664782476,0,0.996119907966749,0,0,1.52241426880286,2.02347755256925,0,0
"ENSMLUG00000008406",0.810489231514312,2.11798037622904,3.34233081609869,0,0,4.52364956799856,1.04359599778951,0,0.640481516052751,0.849190664782476,2.88698475609792,0,0.987571640367685,0,0,1.01173877628463,0,0
"ENSMLUG00000008407",0.810489231514312,2.11798037622904,0.835582704024672,0.867749467094155,1.04293880078582,1.13091239199964,2.08719199557902,1.12666765355458,1.92144454815825,2.54757199434743,0,0,0,0,1.52241426880286,1.01173877628463,2.37231985230498,0
"ENSMLUG00000008409",0,0,0.835582704024672,0,0,0,0,0,0,0,0,0,0.987571640367685,1.00365762142418,0,0,0,0
"ENSMLUG00000008411",0,0,0,0,0,0,0,1.12666765355458,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008412",0,0,1.67116540804934,0.867749467094155,0,0,1.04359599778951,0,0.640481516052751,0,1.92465650406528,0.996119907966749,0,0,0.761207134401429,1.01173877628463,2.37231985230498,0
"ENSMLUG00000008413",1.62097846302862,2.11798037622904,0,1.73549893418831,0,2.26182478399928,3.13078799336853,0,1.92144454815825,0,0,1.9922398159335,0.987571640367685,1.00365762142418,2.28362140320429,0,0,1.25254379599948
"ENSMLUG00000008415",0.810489231514312,0,3.34233081609869,0.867749467094155,0,1.13091239199964,2.08719199557902,1.12666765355458,3.20240758026376,0.849190664782476,2.88698475609792,0,1.97514328073537,0,3.04482853760571,1.01173877628463,1.18615992615249,1.25254379599948
"ENSMLUG00000008416",2.43146769454294,2.11798037622904,2.50674811207402,0,1.04293880078582,0,0,0,0,0,0.962328252032639,0,0.987571640367685,0,2.28362140320429,0,0,0
"ENSMLUG00000008418",2.43146769454294,1.05899018811452,1.67116540804934,1.73549893418831,3.12881640235747,1.13091239199964,0,0,0.640481516052751,3.39676265912991,1.92465650406528,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000008419",19.4517415563435,13.7668724454888,37.6012216811103,25.1647345457305,13.5582044102157,9.04729913599712,15.6539399668426,10.1400088819912,28.1811867063211,20.3805759547794,8.66095426829375,21.9146379752685,16.7887178862506,8.02926097139341,25.1198354352471,27.3169469596849,18.9785588184398,10.0203503679959
"ENSMLUG00000008422",1.62097846302862,0,0,0.867749467094155,1.04293880078582,0,0,2.25333530710916,1.2809630321055,1.69838132956495,0.962328252032639,0,0,0,0.761207134401429,0,1.18615992615249,1.25254379599948
"ENSMLUG00000008423",0,0,0,4.33874733547077,0,0,0,2.25333530710916,0,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000008424",3.24195692605725,0,0,1.73549893418831,0,1.13091239199964,1.04359599778951,1.12666765355458,3.20240758026376,4.24595332391238,2.88698475609792,1.9922398159335,3.95028656147074,4.0146304856967,0,3.03521632885388,1.18615992615249,3.75763138799845
"ENSMLUG00000008427",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008428",3.24195692605725,4.23596075245808,0.835582704024672,3.47099786837662,0,0,5.21797998894755,1.12666765355458,4.48337061236926,0,0,0,0.987571640367685,1.00365762142418,3.04482853760571,1.01173877628463,2.37231985230498,2.50508759199896
"ENSMLUG00000008429",0,1.05899018811452,0,0,0,0,0,0,0,0,0,0,0,2.00731524284835,0,0,0,0
"ENSMLUG00000008432",0,2.11798037622904,0,0,0,1.13091239199964,0,0,1.92144454815825,0.849190664782476,0.962328252032639,0,0,0,0.761207134401429,1.01173877628463,0,0
"ENSMLUG00000008433",0,2.11798037622904,0.835582704024672,0.867749467094155,6.25763280471493,0,2.08719199557902,1.12666765355458,1.2809630321055,1.69838132956495,3.84931300813056,0,0,2.00731524284835,0,0,0,1.25254379599948
"ENSMLUG00000008436",0,3.17697056434356,0,0.867749467094155,0,0,1.04359599778951,0,0,0,0,0,0,0,0,2.02347755256925,0,1.25254379599948
"ENSMLUG00000008438",0,1.05899018811452,0.835582704024672,1.73549893418831,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,0,0
"ENSMLUG00000008443",6.4839138521145,2.11798037622904,1.67116540804934,0.867749467094155,1.04293880078582,2.26182478399928,1.04359599778951,0,3.20240758026376,0.849190664782476,0.962328252032639,1.9922398159335,2.96271492110305,4.0146304856967,2.28362140320429,2.02347755256925,2.37231985230498,1.25254379599948
"ENSMLUG00000008444",0,0,0,0,0,0,0,0,0,0,0,0,0.987571640367685,0,0.761207134401429,0,0,0
"ENSMLUG00000008445",2.43146769454294,1.05899018811452,0,3.47099786837662,1.04293880078582,0,2.08719199557902,3.38000296066373,0,0,0.962328252032639,1.9922398159335,0.987571640367685,3.01097286427253,0,0,4.74463970460996,1.25254379599948
"ENSMLUG00000008446",0,0,2.50674811207402,0.867749467094155,0,0,1.04359599778951,1.12666765355458,0.640481516052751,1.69838132956495,0,0.996119907966749,0.987571640367685,0,1.52241426880286,0,0,0
"ENSMLUG00000008447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000008449",5.67342462060018,3.17697056434356,2.50674811207402,7.80974520384739,7.30057160550076,0,5.21797998894755,3.38000296066373,7.68577819263302,1.69838132956495,4.8116412601632,4.98059953983374,3.95028656147074,4.0146304856967,3.80603567200714,4.04695510513851,3.55847977845747,5.01017518399793
"ENSMLUG00000008451",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,0,1.25254379599948
"ENSMLUG00000008452",0,0,0.835582704024672,0,0,2.26182478399928,2.08719199557902,0,0,0,0,1.9922398159335,0,0,0,0,0,0
"ENSMLUG00000008454",0,1.05899018811452,0,0,2.08587760157164,0,0,0,0,0,0,0.996119907966749,0,2.00731524284835,0,5.05869388142313,0,1.25254379599948
"ENSMLUG00000008455",0,1.05899018811452,0.835582704024672,0,0,0,0,0,0.640481516052751,0,1.92465650406528,0,1.97514328073537,0,0,0,0,0
"ENSMLUG00000008459",0,0,0.835582704024672,0,0,0,0,0,0.640481516052751,0,0,0,0.987571640367685,0,2.28362140320429,0,0,1.25254379599948
"ENSMLUG00000008461",0.810489231514312,0,0,0,0,0,0,0,0,0,0.962328252032639,0,0,0,0,0,0,0
"ENSMLUG00000008462",0,2.11798037622904,0,0,0,0,0,1.12666765355458,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000008464",0,0,0,0,1.04293880078582,0,0,0,0,0,0,0,0,1.00365762142418,0,0,1.18615992615249,0
"ENSMLUG00000008465",2.43146769454294,2.11798037622904,1.67116540804934,0,0,0,4.17438399115804,1.12666765355458,4.48337061236926,2.54757199434743,0,1.9922398159335,1.97514328073537,1.00365762142418,2.28362140320429,4.04695510513851,2.37231985230498,3.75763138799845
"ENSMLUG00000008471",0,0,0,0,1.04293880078582,0,0,0,0,0.849190664782476,0,0,0,0,0,2.02347755256925,0,0
"ENSMLUG00000008472",0,0,0,0.867749467094155,0,0,1.04359599778951,1.12666765355458,2.56192606421101,1.69838132956495,0,0.996119907966749,0.987571640367685,3.01097286427253,3.80603567200714,4.04695510513851,0,7.51526277599689
"ENSMLUG00000008473",0,0,0,0,0,0,1.04359599778951,0,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000008477",1.62097846302862,3.17697056434356,7.52024433622205,1.73549893418831,4.17175520314329,1.13091239199964,2.08719199557902,3.38000296066373,1.92144454815825,1.69838132956495,0.962328252032639,1.9922398159335,3.95028656147074,4.0146304856967,1.52241426880286,2.02347755256925,3.55847977845747,5.01017518399793
"ENSMLUG00000008480",1.62097846302862,2.11798037622904,3.34233081609869,0.867749467094155,3.12881640235747,0,0,3.38000296066373,1.2809630321055,1.69838132956495,0,1.9922398159335,4.93785820183842,1.00365762142418,1.52241426880286,1.01173877628463,1.18615992615249,1.25254379599948
"ENSMLUG00000008481",0,0,0.835582704024672,0,1.04293880078582,0,0,0,1.92144454815825,0,0.962328252032639,0.996119907966749,0,0,0.761207134401429,0,3.55847977845747,0
"ENSMLUG00000008482",0.810489231514312,1.05899018811452,3.34233081609869,1.73549893418831,1.04293880078582,1.13091239199964,0,2.25333530710916,0,2.54757199434743,0.962328252032639,2.98835972390025,0.987571640367685,1.00365762142418,0.761207134401429,6.07043265770776,3.55847977845747,0
"ENSMLUG00000008483",0,1.05899018811452,1.67116540804934,0.867749467094155,0,1.13091239199964,0,0,1.2809630321055,1.69838132956495,0,0.996119907966749,0,0,0.761207134401429,0,0,0
